Name,Description,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Combined
Don Juan legutolsó kalandja,"Don Juan, the seducer, is cursed by the governor of Seville: he can only live until a woman rejects him. Thanks to this curse, Don Juan has been living in bliss for 400 years when he arrives in Budapest. Of course, in the new city...",0,0,1,0,0,0,0,0,0,juan seducer curse governor seville live woman reject thank curse juan live bliss years arrive budapest course new city nan
Sprung,"Two pairs of best friends - Montel & Clyde and Brandy & Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out that she&apos;s been fooled, she becomes Clyde&apos;...",1,0,0,1,0,0,0,0,0,pair best friends montel clyde brandy adina meet party clyde make adina think rich get bed even adina find fool become clyde date african american ghetto sex independent film
Addicted to Love,"Maggie&apos;s and Sam&apos;s former partners are in love; she wants revenge and he wants his lost love back, so they work together to break up the happy couple.",1,0,0,1,0,0,0,0,0,maggie sam former partner love want revenge want lose love back work together break happy couple revenge photographer chef restaurant astronomer
Wedding Bell Blues,"Three women are apartment mates: one is about to be married, another discovers she is pregnant by her longtime boyfriend, and the third has an endless queue of men in and out of her bedroom. Sudden jiltings lead them to Vegas.",1,0,0,1,0,0,0,0,0,women apartment mat marry another discover pregnant longtime boyfriend third endless queue men bedroom sudden jilt lead vegas public nudity female remove dress female protagonist f rat sexy woman
Path to Paradise: The Untold Story of the World Trade Center Bombing,"The incredible story of the events leading up to the February 1993 bombing of the World Trade Center in New York and the capture of the terrorists. The amazing thing is that the FBI had an informant among the terrorists, but refus...",0,0,1,0,0,1,0,0,0,incredible story events lead february bomb world trade center new york capture terrorists amaze thing fbi informant terrorists refus new york city world trade center bomb world trade center manhattan new york city fbi federal bureau investigation terrorist
Head Above Water,A fictional documentary following the craziest rivalry in Australian surfing history.,1,0,0,0,0,0,0,0,0,fictional documentary follow craziest rivalry australian surf history surf rivalry
Wild America,Three brothers who are obsessed with animals are given permission from their parents to travel around America with a camera documenting wildlife.,1,0,0,0,1,0,0,0,0,brothers obsess animals give permission parent travel around america camera document wildlife barefoot male bare chested male bare chested teenage boy rattlesnake buddy film
4 Little Girls,A documentary of the notorious racial terrorist bombing of an African American church during the Civil Rights Movement.,0,0,0,0,0,1,0,0,0,documentary notorious racial terrorist bomb african american church civil right movement national film registry crime documentary civil right civil right movement bomb
"This World, Then the Fireworks","In 1950s, two incestuous lovers, a depraved suave journalist and his equally depraved prostitute sister, plan to get rich through seduction and murder. Things complicate when their feeble-minded mother begins to suspect something.",0,1,1,0,0,0,0,0,0,incestuous lovers deprave suave journalist equally deprave prostitute sister plan get rich seduction murder things complicate feeble mind mother begin suspect something incest brother sister incest incestuous relationship incestuous lovers incestuous sex
George of the Jungle,A man raised in the jungle by apes falls in love with a wealthy American heiress.,1,0,0,0,1,0,0,0,0,man raise jungle ape fall love wealthy american heiress jungle heiress hero animal companion slapstick comedy
Nothing to Lose,"Ray is a man on the move. He&apos;s got a tip on the races that&apos;s sure to turn a borrowed ten grand into a hundred. But when Ray&apos;s horse comes up short, he finds himself on the run from the mob and his girlfriend in the arms of his bes...",0,0,1,0,0,0,0,0,0,ray man move get tip race sure turn borrow grand hundred ray horse come short find run mob girlfriend arm male nudity male rear nudity barefoot male bare chested male rear nudity
Box of Moonlight,"An engineer finds his first gray hair, takes 6 days off from wife, son and work, rents a car and meets different people.",1,0,1,0,0,0,0,0,0,engineer find first gray hair take days wife son work rent car meet different people male frontal nudity pubic hair male pubic hair hairy chest bare chested male
One Eight Seven,A female rookie in the police force loses her partner on duty and has to face her fears and self-doubts to survive the job.,0,1,0,0,0,0,0,0,1,female rookie police force lose partner duty face fear self doubt survive job nan
Air Bud,An unexpected player joins the school basketball team - a circus dog who escaped from a cruel master.,1,0,1,0,0,0,1,0,0,unexpected player join school basketball team circus dog escape cruel master dog movie lawsuit gavel abandon church car water
Picture Perfect,"A young advertising executive&apos;s life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",1,0,1,1,0,0,0,0,0,young advertise executive life become increasingly complicate order impress boss pretend engage man meet female protagonist work woman guilt revelation new york city
Career Girl,"On the morning of the most important meeting of her life, Monica wakes up with a huge problem.",1,0,1,0,0,0,0,0,0,morning important meet life monica wake huge problem nan
Conspiracy Theory,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",0,0,0,0,1,0,0,0,1,taxi driver penchant conspiracy theories become target theories turn true unfortunately save figure theory bite someone nose surveillance conspiracy theory taxi driver hospital
Event Horizon,"In a time when Pluto is still the 9th planet of the solar system, and music tracks needs to be rewind, Julianne, who knows that childhood doesn&apos;t last long but being an adult lasts forever. Refuses to grow up too quickly and to le...",0,0,1,0,0,0,0,0,0,time pluto still th planet solar system music track need rewind julianne know childhood last long adult last forever refuse grow quickly le nan
Lucky Break,"Under the leadership of a small-time bank robber, British inmates hatch a plan to escape by staging a musical.",1,1,0,1,0,0,0,0,0,leadership small time bank robber british inmates hatch plan escape stag musical escape prison escape prison male female relationship solitary confinement
Subway Stories,"SUBWAY STORIES is a compellingly candid account of the unique power of live music in a rat race world. Turning the lens onto a series of otherwise unknown street musicians, the film intimately captures the worldview that shapes an...",0,0,0,0,0,1,0,0,0,subway stories compellingly candid account unique power live music rat race world turn lens onto series otherwise unknown street musicians film intimately capture worldview shape nan
A Smile Like Yours,Greg Kinnear plays a carriage-shy husband in a romantic comedy about a couple trying to conceive a child.,1,0,0,1,0,0,0,0,0,greg kinnear play carriage shy husband romantic comedy couple try conceive child fertility clinic want baby try get pregnant infertility fertility treatment
The Peacemaker,A former gunfighter who went to prison but then took up religion arrives in a western town as the new preacher. There he finds a feud between the ranchers and the farmers. The Railroad Agent is after the ranchers land and has his ...,0,0,0,0,1,0,0,0,0,former gunfighter go prison take religion arrive western town new preacher find feud ranchers farmers railroad agent ranchers land ex convict reformation rancher preacher religion
The Locusts,"A drifter enters a small town looking for employment. While working at the local cattle ranch, he meets and falls in love with the beautiful Kitty and becomes involved in a deadly yet erotic love triangle.",0,0,1,0,0,0,0,0,0,drifter enter small town look employment work local cattle ranch meet fall love beautiful kitty become involve deadly erotic love triangle incest family secret domineer mother dark secret shower
U-Turn,"When a flyover in the city becomes the hotbed of accidents, a young reporter decides to investigate the issue. Her quest for an answer leads her into a web of intrigue, murder and mystery.",0,1,0,0,0,0,0,0,1,flyover city become hotbed accidents young reporter decide investigate issue quest answer lead web intrigue murder mystery death
Toothless,"Detective Creed Brown is at his wit&apos;s end in the hunt for the notorious serial killer &apos;Toothless&apos;. Losing his sanity too deep in the case, Brown is instructed to take a break - which leads him to an unexpected trip to the dentist.",0,0,0,0,0,0,0,0,1,detective creed brown wit end hunt notorious serial killer toothless lose sanity deep case brown instruct take break lead unexpected trip dentist nan
Target Number One,"In 1989, a Canadian journalist investigates the circumstances surrounding the suspicious arrest of a heroin addict imprisoned in a Thai jail.",0,1,0,0,0,0,0,0,1,canadian journalist investigate circumstances surround suspicious arrest heroin addict imprison thai jail arrest thailand drug traffic investigative journalist false accusation
Washington Square,"In this adaptation of the Henry James novel set in 19th-century New York City, a wealthy spinster with an overbearing father is pursued by a handsome fortune hunter who may be only after her money.",0,0,1,1,0,0,0,0,0,adaptation henry jam novel set th century new york city wealthy spinster overbear father pursue handsome fortune hunter money female protagonist washington square manhattan period drama money title direct female
Telling Lies in America,"A loner befriends a local celebrity, Billy Magic, but he soon begins to tell lies in order to maintain the friendship and the newfound status.",0,0,1,0,0,0,0,0,0,loner befriend local celebrity billy magic soon begin tell lie order maintain friendship newfound status timeframe radio money hall fame
Bean,The bumbling Mr. Bean travels to America when he is given the responsibility of bringing a highly valuable painting to a Los Angeles museum.,1,0,0,0,1,0,1,0,0,bumble mr bean travel america give responsibility bring highly valuable paint los angeles museum california los angeles california surname title dysfunctional family
Best Men,"Four best men pick up their friend, the groom, outside prison. On the way to the chapel, they stop at a bank and get involved in a robbery. The bank&apos;s surrounded. FBI takes over.",1,1,0,0,1,0,0,0,0,best men pick friend groom outside prison way chapel stop bank get involve robbery bank surround fbi take bare chested male male underwear brief white brief man wear brief
Easter Under Wraps,"Erin Cavendish goes undercover at her family&apos;s chocolate plant to see why sales are down when she meets head chocolatier, Bryan, who has new ideas on how to update the Easter product line.",1,0,0,0,1,0,1,0,0,erin cavendish go undercover family chocolate plant see sales meet head chocolatier bryan new ideas update easter product line seattle washington chocolate factory widower single woman relationship father daughter relationship undercover
Tower of Terror,"A British secret agent in Germany takes a job as the assistant to an elderly lighthouse keeper, planning to make his escape with some valuable documents when a British boat arrives to pick them up.",0,0,0,0,1,0,0,0,1,british secret agent germany take job assistant elderly lighthouse keeper plan make escape valuable document british boat arrive pick boat escape
House of Frankenstein,"A deranged scientist escapes from prison and recruits Dracula, Frankenstein&apos;s monster and the Wolf Man to get revenge on his behalf.",0,0,0,0,0,0,0,1,1,derange scientist escape prison recruit dracula frankenstein monster wolf man get revenge behalf share universe monster movie lawrence larry talbot character count dracula character psychotronic film
Mad City Chickens,"Witness if you, will Gallus Domesticus...the backyard chicken. A mere few pounds of feather, bone, and muscle; a creature regarded by many as a rather humorous, though not so intelligent agent of food production. And yet, make not...",0,0,0,0,0,1,0,0,0,witness gallus domesticus backyard chicken mere pound feather bone muscle creature regard many rather humorous though intelligent agent food production make chicken poultry food f rat reenactment
Starship Troopers 3: Marauder,Johnny Rico is called back into action to defeat the bugs.,0,0,0,0,1,0,0,1,0,johnny rico call back action defeat bug religion outer space man tie hang interrupt hang
Kiss or Kill,"After a robbery scam that goes bad, lovers Nikki and Al take off into the Australian outback, pursued by the police and a malevolent footballer named Zipper Doyle, and meet a number of offbeat characters.",0,1,1,0,0,0,0,0,1,robbery scam go bad lovers nikki al take australian outback pursue police malevolent footballer name zipper doyle meet number offbeat character murder car accident lie bed man bed woman bed woman wear eyeglasses
The Man Who Knew Too Little,A detective is hired by a woman to investigate her husband whom she believes is being blackmailed.,0,1,0,0,1,0,0,0,0,detective hire woman investigate husband believe blackmail nan
One Night Stand,The story is about Urvil Raisingh and Celina who meet at an event and a memorable night later. Returning back home they continue with their lives. The memories of Celina haunt Urvil. What happens next forms the crux of the unfoldi...,0,0,1,1,0,0,0,0,0,story urvil raisingh celina meet event memorable night later return back home continue live memories celina haunt urvil happen next form crux unfoldi adultery adulterous wife cheat wife cheat husband adulterous husband
Only in America,Educational anthology featuring eight funny shorts designed to help people learn American English at beginner level.,1,0,0,0,0,0,0,0,0,educational anthology feature funny short design help people learn american english beginner level new york new york city anthology museum guard
Bella Mafia,"Starting in Palermo, Italy, 1977 - The ups and downs of a mafia family opposed to drug trade until the men are murdered and the widows take over.",0,1,1,0,0,0,0,0,0,start palermo italy mafia family oppose drug trade men murder widow take teleplay adapt author mafia revenge death dead child
The Sweet Hereafter,"A bus crash in a small town brings a lawyer to defend the families, but he discovers everything isn&apos;t what it seems.",0,0,1,0,0,0,0,0,0,bus crash small town bring lawyer defend families discover everything seem slut sham female full frontal nudity lawyer community school bus
Bent,"On his release from a prison sentence for crimes of which he was innocent, a shamed former cop connects a murder case to a government conspiracy involving rogue agents from a top spy agency.",0,1,1,0,1,0,0,0,0,release prison sentence crimes innocent sham former cop connect murder case government conspiracy involve rogue agents top spy agency female nudity model nude paint police corruption cleavage
Deconstructing Harry,"Suffering from writer&apos;s block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",1,0,0,0,0,0,0,0,0,suffer writer block eagerly await write award harry block remember events past scenes best sell book character real fictional come back haunt lucifer morningstar character death character whoremonger man wear eyeglasses sex comedy
The Apostle Peter: Redemption,"Tormented by his denial of Christ, Peter spent his life attempting to atone for his failures. Now as he faces certain death at the hand of Nero, will he falter again, his weakness betray him or will he rise up triumphant in his fi...",0,0,1,0,0,0,0,0,0,torment denial christ peter spend life attempt atone failures face certain death hand nero falter weakness betray rise triumphant fi nan
Mouse Hunt,Two stumblebum inheritors are determined to rid their antique house of a mouse who is equally determined to stay where he is.,1,0,0,0,0,0,0,0,0,stumblebum inheritors determine rid antique house mouse equally determine stay mouse factory restaurant auction hospital
Tomorrow Never Dies,"As suave secret agent 007, employ your cunning wit and high-tech gadgets to survive multiple levels of espionage based on exciting situations from the blockbuster film.",0,0,0,0,1,0,0,0,0,suave secret agent employ cunning wit high tech gadgets survive multiple level espionage base excite situations blockbuster film single player playstation third person shooter stealth stealth game
Kundun,"From childhood to adulthood, Tibet&apos;s fourteenth Dalai Lama deals with Chinese oppression and other problems.",0,0,1,0,0,1,0,0,0,childhood adulthood tibet fourteenth dalai lama deal chinese oppression problems dalai lama buddha buddhism slaughter mao tse tung
Mr. Magoo,The myopic millionaire defeats jewel smugglers in his usual bumbling manner.,1,0,0,0,1,0,1,0,0,myopic millionaire defeat jewel smugglers usual bumble manner base cartoon slapstick comedy bloopers credit fish robbery
Wag! The Dog,Dog walker Karen will do anything for five stars...anything.,1,0,0,0,0,0,0,0,0,dog walker karen anything star anything nan
Another Day in Paradise,"Twin girls spend the summer working as life guards at a water park, while helping their widowed dad to come to terms with their mom&apos;s death.",0,0,0,0,0,0,1,0,0,twin girls spend summer work life guard water park help widow dad come term mom death water
Bang Bang,"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.",1,0,0,0,1,0,0,0,0,young bank receptionist get mix rajveer nanda man mysterious background woman wear bikini body land car character repeat someone else dialogue bank chase
Blackrock,"When a young schoolgirl is raped and murdered, the mateship between a group of surfers is tested as the truth is slowly revealed.",0,0,1,0,0,0,0,0,1,young schoolgirl rap murder mateship group surfers test truth slowly reveal gang rape anal rape australia dead girl party
The Borrowers,A secret family of four-inch people living inside the walls of a house must save their home from an evil real estate developer.,1,0,0,0,1,0,1,0,0,secret family inch people live inside wall house must save home evil real estate developer villain rescue relocation booby trap house
Breaking Them Up,"When resourceful 15 year-old Damien decides that his parents are all wrong for each other, he enlists best friend Erin to help him set them up with other people.",1,0,0,0,0,0,0,0,0,resourceful year old damien decide parent wrong enlist best friend erin help set people friend
Brother,"Two brothers facing questions of masculinity, family, race and identity.",0,0,1,0,0,0,0,0,0,brothers face question masculinity family race identity nan
Buud Yam,"In an early 19th century African village, Wend Kuuni - a young man, lives with his adopted family after his mother was killed as a witch. When Pughneere - his adopted sister - becomes ill, the villagers suspect Wend Kuuni. In orde...",0,0,1,0,0,0,1,0,0,early th century african village wend kuuni young man live adopt family mother kill witch pughneere adopt sister become ill villagers suspect wend kuuni orde africa village th century witch murder mother
Clockwatchers,"The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",1,0,1,0,0,0,0,0,0,relationship female temps work credit company threaten arrival new hire land permanent position women vie office office politics temporary worker workplace drama writer director
"Cube: Ichido haittara, saigo","In this remake without remembering how they got there, several strangers awaken in a prison of cubic cells, some of them booby-trapped. The prisoners must use their combined skills if they are to escape.",0,0,0,0,0,0,0,1,1,remake without remember get several strangers awaken prison cubic cells booby trap prisoners must use combine skills escape japanese woman confinement remake remake canadian film stranger
Dakan,"Two young high school boys, Manga and Sory, are gay and in love in Guinea. This is their story.",0,0,1,0,0,0,0,0,0,young high school boys manga sory gay love guinea story guinea female nudity gay teenager come gay
How to Be a Player,A playboy gets the tables turned on him when a party is arranged with all of the women he has been two-timing are in attendance.,1,0,0,0,0,0,0,0,0,playboy get table turn party arrange women time attendance party sexist sexism infidelity bachelor
Different Strokes,A Los Angeles fashion model falls in love with a female art director during a photo shoot which puts their newfound romance at odds with the model&apos;s photographer boyfriend.,0,0,1,1,0,0,0,0,0,los angeles fashion model fall love female art director photo shoot put newfound romance odds model photographer boyfriend first lesbian experience boyfriend catch cheat lesbian leave girlfriend another woman softcore erotica
Digging to China,"10 y.o. Harriet&apos;s divorced mom owns and runs a motel. Harriet&apos;s an outsider and wants to leave. A woman stays there with her adult, disabled son who befriends Harriet.",0,0,1,0,0,0,0,0,0,harriet divorce mom run motel harriet outsider want leave woman stay adult disable son befriend harriet loss mother sister die car accident cancer
Dogtown,"Philip Van Horn, who left his small town a long time ago to become a Hollywood actor and hasn&apos;t had any success at that, returns to the town for a visit. There he is uniformally met like some kind of celebrity and movie star. He u...",0,0,1,1,0,0,0,0,0,philip van horn leave small town long time ago become hollywood actor success return town visit uniformally meet like kind celebrity movie star u jack russell terrier reunion childhood flashback woman mental disability van
Unagi,"A businessman kills his adulterous wife and is sent to prison. After the release, he opens a barbershop and meets new people, talking almost to no one except an eel he befriended while in prison.",0,0,1,0,0,0,0,0,0,businessman kill adulterous wife send prison release open barbershop meet new people talk almost except eel befriend prison prison barber village barber shop memory
Neon Genesis Evangelion: The End of Evangelion - Tristan MacAvery Interview,A short interview with Tristan MacAvery that was hosted on Manga Entertainment&apos;s End of Evangelion site back in 2002.,0,0,0,0,0,0,0,0,0,short interview tristan macavery host manga entertainment end evangelion site back nan
Floating,A young man struggle to come of age during a violent period of emotional and financial instability.,0,0,1,1,0,0,0,0,0,young man struggle come age violent period emotional financial instability gay secondary character porn magazine gay interest underwater scene young man
Hacks,"Brian is a television writer-producer who has to script a 22-episode anthology, but lacks inspiration. He witnesses a strange romantic encounter between two figures on the balcony of hotel near his flat and decides to write script...",1,0,0,0,0,0,0,0,1,brian television writer producer script episode anthology lack inspiration witness strange romantic encounter figure balcony hotel near flat decide write script satire comedy satire independent film
Heads or Tails,A new lab technician realizes he bit off more than he could chew when his lab suddenly is held hostage by a radical group. He has to make a terrifying choice to survive.,0,0,1,0,0,0,0,0,0,new lab technician realize bite could chew lab suddenly hold hostage radical group make terrify choice survive nan
Heaven&apos;s Burning,"After a botched bank job, a gang takes hostage a Japanese girl on the run from an arranged marriage, and escapes. Their wheel man saves the girl from them and the two go on the run with cops, the gang and her psycho husband on the...",0,1,1,0,1,0,0,0,0,botch bank job gang take hostage japanese girl run arrange marriage escape wheel man save girl go run cop gang psycho husband run love hostage car chase sydney australia
Just Write,A Hollywood tour bus driver poses as a screenwriter to romance an up-and-coming young actress.,1,0,0,1,0,0,0,0,0,hollywood tour bus driver pose screenwriter romance come young actress actress writer hollywood script movie star
Life Is Beautiful,"It is a coming of age story of six youngsters, set in the beautiful nostalgic world of a working-middle class neighborhood. The film tracks their journey through the different seasons, festivals, romances, street cricket, colony f...",0,0,1,1,0,0,0,0,0,come age story youngsters set beautiful nostalgic world work middle class neighborhood film track journey different season festivals romance street cricket colony f nan
Little Boy Blues,"A lonely and shy Michael succumbs to Zeno, a handsome and younger stranger in a gay bar.",0,0,0,0,0,0,0,0,0,lonely shy michael succumb zeno handsome younger stranger gay bar title base poem nightclub barefoot male night timespan anal sex
Mrs Dalloway,"In 1923 London, socialite Clarissa Dalloway&apos;s (Vanessa Redgrave&apos;s) well-planned party is overshadowed by the return of an old suitor she had known thirty-three years earlier.",0,0,1,1,0,0,0,0,0,london socialite clarissa dalloway vanessa redgrave well plan party overshadow return old suitor know thirty years earlier character name title surname title ptsd post traumatic stress disorder timeframe female rear nudity
Mein Herz - Niemandem!,"The life of Jewish Expressionist poet and performance artist, Else Lasker-Schüler (1869-1945), told chronologically in vignettes given context by archival footage of turn-of-the-century Germany, World War I, and the ascent of the ...",0,0,1,0,0,1,0,0,0,life jewish expressionist poet performance artist else lasker schuler tell chronologically vignettes give context archival footage turn century germany world war ascent open marriage artist poet second husband performance artist
Back to the Future Part IV: Back in Timeline,Marty faces a futuristic foe that threatens his parents&apos; relationship.,1,0,0,0,0,0,0,0,0,marty face futuristic foe threaten parent relationship fan film marty mcfly character
Orgazmo,Naive young Mormon Joe Young is recruited to act in porn movies.,1,0,0,0,0,0,0,0,0,naive young mormon joe young recruit act porn movies mormon satire adult filmmaking porn industry independent film
Perdita Durango,"A psychotic criminal couple kidnaps a random teenage couple. The woman rapes the male captive, and lets him watch his lover being raped by the man. They then plan to sacrifice the couple.",0,1,0,0,1,0,0,0,1,psychotic criminal couple kidnap random teenage couple woman rap male captive let watch lover rap man plan sacrifice couple force watch rape paganism u mexico border crime spree witch doctor
Perfect Blue,Follow three women suspected of a crime committed ten years ago.,0,0,0,0,0,0,0,1,0,follow women suspect crime commit years ago nan
The Perfect Circle,"The Perfect Circle depicts a man and a woman, Ivano and Meris, who spend their final days at a hospice in Northern Italy. The film intertwines two love stories and the possibility to give a new meaning to life.",0,0,0,0,0,1,0,0,0,perfect circle depict man woman ivano meris spend final days hospice northern italy film intertwine love stories possibility give new mean life end life palliative care
Plump Fiction,Follows the plot of Pulp Fiction (1994). Scenes from other movies are also parodied.,1,1,0,0,0,0,0,0,0,follow plot pulp fiction scenes movies parody spoof diabetes memory memory lapse actor forget line
Pride Divide,"An exploration of how gay men and women have united against global homophobia, and at the same time have been divided over issues of sexism.",0,0,0,0,0,1,0,0,0,exploration gay men women unite global homophobia time divide issue sexism transgender homophobia sexism gay gay man lesbian woman relationship
Princess Mononoke: How the film was conceived,"Behind-the-scenes documentaries about &apos;Princess Mononoke,&apos; from the film&apos;s conception up to its theatrical release and after - eventually rewriting the box office record in Japan. The documentaries include: Behind-the-scenes produ...",0,0,0,0,0,1,0,0,0,behind scenes documentaries princess mononoke film conception theatrical release eventually rewrite box office record japan documentaries include behind scenes produ nan
Quiet Days in Hollywood,"Multi-character study of various people, a prostitute, a waitress, a lawyer, a gay actor, whose lives criss-cross each during three days in their lives in Los Angeles.",1,0,1,0,0,0,0,0,0,multi character study various people prostitute waitress lawyer gay actor whose live criss cross days live los angeles erotic drama pubic hair female buttocks female pubic hair female nudity
The Rage,"A crazed scientist experiments with a rage virus on innocent victims in a laboratory in the woods. When his monstrous subjects escape and vultures devour their remains, they became mutations seeking to feed on humans.",0,0,0,0,0,0,0,0,1,craze scientist experiment rage virus innocent victims laboratory woods monstrous subject escape vultures devour remain become mutations seek fee humans vulture mutation laboratory zombie female tie
The Real Blonde,"Joe and Mary live in Manhattan. She&apos;s the breadwinner, working as makeup artist. He&apos;s a wannabe actor working as waiter. When a friend gets a soap part ($3600/wk), Joe lowers his standard.",1,0,1,1,0,0,0,0,0,joe mary live manhattan breadwinner work makeup artist wannabe actor work waiter friend get soap part wk joe lower standard female topless nudity satire comedy photographer waiter actor
Red Meat,"Once a month, Stefan and Chris meet up with their buddies to go to the gym, eat red meat, and talk about girls. Each man has had his share of women: loving them, using them, and leaving them. It&apos;s the testosterone talking.",0,0,1,0,0,0,0,0,0,month stefan chris meet buddies go gym eat red meat talk girls man share women love use leave testosterone talk sex comedy male rear nudity male pubic hair pubic hair nipples visible clothe
Retroactive,A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.,0,1,1,0,1,0,0,0,0,psychiatrist make multiple trip time save woman murder brutal husband time travel alternate timeline crime passion race time rampage
Road to Nhill,"One of three cars carrying lady bowls players is overdue. Unsure about which car, who the occupants might have been, or what might have happened to them, the locals embark on a chaotic course of action to try to solve the mystery.",1,0,0,0,0,0,0,0,0,cars carry lady bowl players overdue unsure car occupants might might happen locals embark chaotic course action try solve mystery australia
The Armstrong Sisters,"Short magical realist film. After inheriting their parents bar, the cracks in Alice and Belle&apos;s fragile relationship begin to appear. The pressure starts to become too much for Alice, whose jealously and obsession takes a dark turn.",0,0,0,0,0,0,0,1,1,short magical realist film inherit parent bar crack alice belle fragile relationship begin appear pressure start become much alice whose jealously obsession take dark turn dream sequence mental health sibling rivalry cabaret title direct female
Still Breathing,"When artist and street performer Fletcher (Brendan Fraser) thinks con-artist Roz (Joanna Going) is the woman he has seen in a vision, he has no idea she sees him as her next victim.",1,0,1,1,0,0,0,0,0,artist street performer fletcher brendan fraser think con artist roz joanna go woman see vision idea see next victim alamo garden party love shrine rock cairn familial dream
Suicide Kings,A group of youngsters kidnap a respected Mafia figure.,1,1,1,0,0,0,0,0,0,group youngsters kidnap respect mafia figure man sock man tie tie chair dark comedy word title
Thank God He Met Lizzie,The romantic myth is exposed for Guy when he is plagued by memories of an old girlfriend on his wedding day.,1,0,1,1,0,0,0,0,0,romantic myth expose guy plague memories old girlfriend wed day female rear nudity wed old girlfriend f rat directorial debut
Time Under Fire,"A US submarine runs into a time rift. A special unit goes on a mission to see what&apos;s on the other side. They find themselves in an alternate dystopian America, now a one-man dictatorship. They decide to help the rebels.",0,0,0,0,1,0,0,1,0,us submarine run time rift special unit go mission see side find alternate dystopian america man dictatorship decide help rebel dystopia dystopian sci fi actor play multiple roles submarine rebel
True Love and Chaos,"Hanif and Dean steal a cache of drugs from Dean&apos;s psychotic brother Jerry, and at the last minute get a lift with Mimi as she decides to drive to Perth. They pick up a drunken singer, Morris, as they cross the country, chased by J...",0,0,1,0,0,0,0,0,0,hanif dean steal cache drug dean psychotic brother jerry last minute get lift mimi decide drive perth pick drunken singer morris cross country chase j female nudity female full frontal nudity hairy bush australia independent film
Twister 2: The Terror Continues,Footage of real tornadoes without any coherent story.,0,0,0,0,0,1,0,0,0,footage real tornadoes without coherent story aerial camera shoot severe storm storm spot storm spotter ham radio
The Big Ugly,Anglo-American relations go bad when London mob bosses invest in a West Virginia oil deal in hopes of laundering dirty money.,0,1,1,0,0,0,0,0,1,anglo american relations go bad london mob boss invest west virginia oil deal hop launder dirty money mob
Under the Lighthouse Dancing,"The story of 6 friends who journey to an island off the coast of Australia for the weekend. Two of them (Emma and Harry) announce that they intend to get married, but have made no plans, nor do they have a proper license. Emma als...",0,0,1,0,0,0,0,0,0,story friends journey island coast australia weekend emma harry announce intend get marry make plan proper license emma als aerial camera shoot barefoot woman weekend island australia
Year of the Horse,"This film documents Neil Young and Crazy Horse&apos;s 1996 concert tour. Jim Jarmusch interviews the band about their long history, and we see backstage footage from the 1970s and 1980s.",0,0,0,0,0,1,0,0,0,film document neil young crazy horse concert tour jim jarmusch interview band long history see backstage footage super interview neil young
His Majesty O&apos;Keefe,A Yankee sea captain has adventures in paradise trying to become an entrepreneur in Micronesia.,0,0,0,0,1,1,0,0,0,yankee sea captain adventure paradise try become entrepreneur micronesia limestone gold coin hong kong copra south seas
The Crimson Trail,A ranch owner mistakenly believes that a neighboring rancher is involved with cattle thieves.,0,0,0,0,1,0,0,0,0,ranch owner mistakenly believe neighbor rancher involve cattle thieve nan
The Secret Garden,"A girl is sent to live with her uncle on his estate when her parents die. There she discovers much intrigue, family history and secrets and personal baggage. In particular, a screaming child and...a secret garden.",0,0,1,0,0,0,1,0,0,girl send live uncle estate parent die discover much intrigue family history secrets personal baggage particular scream child secret garden british india british empire boy use wheelchair leg brace garden
Edge of Tomorrow,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",0,0,0,0,1,0,0,1,0,soldier fight alien get relive day day restart every time die time loop alien alien invasion die repeatedly end world
I See a Darkness,"When his relationship falls apart, a creatively stifled photographer making uninspired commercial content becomes infatuated with a sex worker.",0,0,1,0,0,0,0,0,0,relationship fall apart creatively stifle photographer make uninspired commercial content become infatuate sex worker nan
The Far Frontier,"Willis Newcomb and Bart Carroll head a gang engaged in smuggling wanted-American criminals back into the United States from Mexico. Operating from Sharperville, an oil town on the American side of the border, they transport their ...",0,0,0,0,1,0,0,0,0,willis newcomb bart carroll head gang engage smuggle want american criminals back unite state mexico operate sharperville oil town american side border transport gun holster u mexico border sing cowboy pigeon carrier pigeon
Renaldo and Clara,"Bob Dylan on tour with the Rolling Thunder Revue in 1975; concert footage, documentary interviews and bizarre improvised character scenes.",0,0,1,0,0,1,0,0,0,bob dylan tour roll thunder revue concert footage documentary interview bizarre improvise character scenes character name title word title music tour white face bob dylan
Harper Valley P.T.A.,"A carefree single mother challenges the local PTA after they threaten to expel her daughter from school, due to her lifestyle.",1,0,0,0,0,0,0,0,0,carefree single mother challenge local pta threaten expel daughter school due lifestyle pink elephant hipocrisy convertible hixploitation man wear eyeglasses
