Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Chalard games goeng,1,1,1,0,0,0,0,0,0,"['lynn', 'genius', 'high', 'school', 'student', 'make', 'money', 'cheat', 'test', 'receive', 'new', 'task', 'lead', 'set', 'foot', 'sydney', 'australia', 'order', 'complete', 'millions', 'baht', 'task', 'lynn', 'classmates', 'finish', 'int']"
The Adventures of Elmo in Grouchland,1,0,0,0,1,0,1,0,0,"['tug', 'war', 'elmo', 'friend', 'send', 'blanket', 'faraway', 'grouchland', 'place', 'full', 'grouchy', 'creatures', 'villainous', 'huxley', 'elmo', 'embark', 'rescue', 'mission', 'learn', 'important', 'lessons', 'share', 'responsi']"
My Name is Mo'Nique,1,0,0,0,0,1,0,0,0,"['think', 'know', 'monique', 'star', 'racist', 'teacher', 'grandmothers', 'sex', 'warn', 'spill', 'stand', 'comedy', 'special']"
The Wind Rises,0,0,1,0,0,1,1,0,0,"['look', 'life', 'jiro', 'horikoshi', 'man', 'design', 'japanese', 'fighter', 'plan', 'world', 'war', 'ii']"
Winter People,0,0,1,0,0,0,0,0,0,"['appalachia', 'widow', 'city', 'clock', 'maker', 'fall', 'love', 'unwed', 'mother', 'middle', 'long', 'stand', 'feud', 'clans']"
Herbie Goes to Monte Carlo,1,0,0,0,1,0,0,0,0,"['herbie', 'volkswagen', 'beetle', 'mind', 'race', 'monte', 'carlo', 'rally', 'unbeknownst', 'herbies', 'driver', 'thieve', 'hide', 'cache', 'steal', 'diamonds', 'herbies', 'gas', 'tank', 'try', 'get', 'back']"
The Care Bears Adventure in Wonderland,1,0,0,0,1,0,1,0,0,"['care', 'bear', 'alice', 'set', 'stop', 'evil', 'wizard', 'take', 'wonderland']"
Naseeb,1,0,1,1,0,0,0,0,0,"['poor', 'krishna', 'prasad', 'pooja', 'love', 'would', 'like', 'marry', 'poojas', 'dad', 'din', 'dayal', 'want', 'marry', 'wealthier', 'man', 'reject', 'krishna', 'krishna', 'agree', 'acquire', 'wealth', 'promise', 'pooja', 'r']"
Fantastic Beasts and Where to Find Them 4,0,0,0,0,1,0,1,1,0,"['fourth', 'installment', 'fantastic', 'beasts', 'series', 'follow', 'adventure', 'newt', 'scamander']"
The Big Operator,0,1,1,0,0,0,0,0,0,"['corrupt', 'labor', 'union', 'boss', 'mob', 'silence', 'witness', 'shady', 'activities', 'honest', 'union', 'member', 'threaten', 'testify', 'front', 'senate', 'committee', 'thus', 'become', 'murder', 'target']"
The Dark Crystal,0,0,0,0,1,0,1,1,0,"['another', 'planet', 'distant', 'past', 'gelfling', 'embark', 'quest', 'miss', 'shard', 'magical', 'crystal', 'restore', 'order', 'world']"
For the Love of the Game,0,0,0,0,0,1,0,0,0,"['cold', 'january', 'th', 'group', 'young', 'men', 'gather', 'small', 'ice', 'surface', 'recently', 'create', 'lower', 'bay', 'avenue', 'near', 'train', 'station', 'trail', 'b', 'c', 'quickly', 'lace', 'skate', 'take', 'stick', 'ont']"
State Property,0,1,1,0,1,0,0,0,0,"['bean', 'decide', 'way', 'grasp', 'american', 'dream', 'take', 'state', 'property', 'follow', 'bean', 'crew', 'take', 'city', 'create', 'mayhem', 'empire', 'build']"
The Princess Diaries 2: Royal Engagement,1,0,0,1,0,0,1,0,0,"['settle', 'genovia', 'princess', 'mia', 'face', 'new', 'revelation', 'prim', 'arrange', 'marriage', 'english', 'suitor']"
Breakdown,0,1,1,0,1,0,0,0,0,"['professional', 'contract', 'killer', 'haunt', 'visions', 'violent', 'past', 'spiral', 'control', 'work', 'compromise', 'reach', 'break', 'point', 'force', 'defend', 'family', 'ruthless', 'employers']"
Mr. Nanny,1,0,0,0,1,0,1,0,0,"['former', 'professional', 'wrestler', 'hire', 'bodyguard', 'nanny', 'couple', 'bratty', 'kid', 'whose', 'inventor', 'father', 'stalk', 'rival']"
What Dreams May Come,0,0,1,1,0,0,0,1,0,"['chris', 'nielsen', 'die', 'accident', 'enter', 'heaven', 'discover', 'beloved', 'wife', 'annie', 'kill', 'grief', 'loss', 'embark', 'afterlife', 'adventure', 'reunite']"
"Secret Places, Secret Things",0,0,1,0,0,0,0,0,0,"['secret', 'place', 'secret', 'things', 'story', 'people', 'couple', 'mayflower', 'hotel', 'rainy', 'summer', 'night', 'look', 'relationship', 'add', 'mean', 'live']"
Puppet on a Chain,0,1,0,0,1,0,0,0,1,"['follow', 'triple', 'professional', 'hit', 'u', 'agent', 'arrive', 'amsterdam', 'investigate', 'heroin', 'smuggle', 'ring', 'city', 'rife', 'drug', 'police', 'force', 'unable', 'unwilling', 'much', 'incognito', 'female', 'fe']"
Jersey Girl,1,0,1,1,0,0,0,0,0,"['widower', 'must', 'look', 'precocious', 'daughter', 'rebuild', 'life', 'career', 'hes', 'sideline', 'unexpected', 'tragedy', 'personal', 'blowup']"
Swathi Muthyam,0,0,1,1,0,0,1,0,0,"['story', 'mentally', 'slow', 'man', 'whose', 'life', 'recap', 'grand', 'daughter', 'meet', 'wife', 'widow', 'earn', 'live', 'fight', 'injustice', 'wife', 'face']"
Constantine,0,0,0,0,1,0,0,1,1,"['supernatural', 'exorcist', 'demonologist', 'john', 'constantine', 'help', 'policewoman', 'prove', 'sisters', 'death', 'suicide', 'something']"
Pinocchio: A True Story,0,0,0,0,0,0,1,1,0,"['young', 'pinocchio', 'run', 'away', 'genius', 'creator', 'jepetto', 'accompany', 'horse', 'tibalt', 'see', 'world', 'join', 'travel', 'circus', 'run', 'hustler', 'modjafocco']"
De tasjesdief,0,0,1,0,0,0,1,0,1,"['alex', 'close', 'elderly', 'grandmother', 'partly', 'busy', 'parent', 'seem', 'little', 'time', 'day', 'surprise', 'boys', 'school', 'leave', 'house', 'shock', 'tie', 'inside']"
Race to Witch Mountain,0,0,0,0,1,0,1,0,0,"['las', 'vegas', 'cabbie', 'enlist', 'help', 'u', 'f', 'expert', 'protect', 'siblings', 'paranormal', 'power', 'clutch', 'organization', 'want', 'use', 'kid', 'nefarious', 'plan']"
Gone Baby Gone,0,1,1,0,0,0,0,0,1,"['boston', 'area', 'detectives', 'investigate', 'little', 'girls', 'kidnap', 'ultimately', 'turn', 'crisis', 'professionally', 'personally']"
Whispering City,0,1,1,0,0,0,0,0,0,"['nag', 'wife', 'commit', 'suicide', 'husband', 'threaten', 'murder', 'frame', 'lawyer', 'unless', 'kill', 'certain', 'female', 'reporter']"
The Last Bus,0,0,0,0,0,0,0,1,0,"['guy', 'catch', 'last', 'bus', 'way', 'home', 'travel', 'bus', 'unpredictable', 'incident', 'occur', 'base', 'real', 'life', 'incident', 'mystery', 'never', 'unfold']"
Peter Pan,0,0,0,0,1,0,1,1,0,"['darling', 'family', 'children', 'receive', 'visit', 'peter', 'pan', 'take', 'never', 'never', 'land', 'ongoing', 'war', 'evil', 'pirate', 'captain', 'hook', 'take', 'place']"
Samson and Delilah,0,0,1,0,0,1,1,0,0,"['strongman', 'samson', 'reject', 'love', 'beautiful', 'philistine', 'woman', 'delilah', 'seek', 'vengeance', 'bring', 'horrible', 'consequences', 'regret']"
The Spectacular Now,0,0,1,1,0,0,0,0,0,"['hard', 'party', 'high', 'school', 'seniors', 'philosophy', 'life', 'change', 'meet', 'typical', 'nice', 'girl']"
Letters to Juliet,1,0,1,0,1,0,0,0,0,"['sophie', 'dream', 'become', 'writer', 'travel', 'verona', 'italy', 'meet', 'secretaries', 'juliet']"
Exorcist II: The Heretic,0,0,0,0,0,0,0,0,1,"['teenage', 'girl', 'possess', 'demon', 'still', 'lurk', 'meanwhile', 'priest', 'investigate', 'death', 'girls', 'exorcist']"
Return to Never Land,0,0,0,0,1,0,1,0,0,"['london', 'world', 'war', 'ii', 'story', 'wendys', 'daughter', 'jane', 'kidnap', 'captain', 'hook', 'peter', 'pan', 'must', 'come', 'rescue']"
The Conversation,0,0,1,0,0,1,0,0,0,"['base', 'true', 'story', 'meet', 'june', 'powerful', 'men', 'opposite', 'philosophies', 'perspectives', 'future', 'country', 'dangerous', 'time', 'balkans', 'war', 'win', 'nazis', 'de']"
Malena,0,0,1,1,1,0,0,0,0,"['amidst', 'war', 'climate', 'teenage', 'boy', 'discover', 'become', 'love', 'stricken', 'malena', 'sensual', 'woman', 'live', 'small', 'narrow', 'mind', 'italian', 'town']"
Star Trek IV: The Voyage Home,1,0,0,0,1,0,0,0,0,"['save', 'earth', 'alien', 'probe', 'admiral', 'jam', 'kirk', 'fugitive', 'crew', 'go', 'back', 'time', 'san', 'francisco', 'retrieve', 'communicate', 'humpback', 'whale']"
Rue Cases Nègres,0,0,1,0,0,1,0,0,0,"['set', 'sugar', 'cane', 'alley', 'paint', 'rich', 'impasto', 'native', 'life', 'french', 'colonial', 'rule', 'filter', 'come', 'age', 'bright', 'sweetly', 'opportunistic', 'boy']"
The Sicilian,0,1,1,0,1,0,0,0,0,"['egocentric', 'bandit', 'salvatore', 'giuliano', 'fight', 'church', 'mafia', 'land', 'gentry', 'lead', 'populist', 'movement', 'sicilian', 'independence']"
A Series of Unfortunate Events,1,0,0,0,1,0,1,0,0,"['massive', 'fire', 'kill', 'parent', 'children', 'deliver', 'custody', 'cousin', 'stage', 'actor', 'count', 'olaf', 'secretly', 'plot', 'steal', 'parent', 'vast', 'fortune']"
The Time Traveler's Wife,1,0,1,0,0,0,0,1,0,"['chicago', 'librarian', 'gene', 'cause', 'involuntarily', 'time', 'travel', 'create', 'complications', 'marriage']"
I'll See You in My Dreams,1,0,1,1,0,0,0,0,0,"['widow', 'former', 'songstress', 'discover', 'life', 'begin', 'anew', 'age']"
Il piccolo diavolo,1,0,0,1,0,0,0,1,0,"['exorcism', 'father', 'maurice', 'meet', 'little', 'devil', 'name', 'giuditta', 'refuse', 'return', 'hell', 'decide', 'discover', 'world']"
Senna,0,0,0,0,0,1,0,0,0,"['documentary', 'brazilian', 'formula', 'race', 'driver', 'ayrton', 'senna', 'win', 'f', 'world', 'championship', 'time', 'death', 'age']"
Labyrinth,0,0,0,0,1,0,1,1,0,"['sixteen', 'year', 'old', 'sarah', 'give', 'thirteen', 'hours', 'solve', 'labyrinth', 'rescue', 'baby', 'brother', 'toby', 'wish', 'take', 'away', 'grant', 'goblin', 'king', 'jareth']"
Vanilla Sky,0,0,0,1,0,0,0,1,1,"['self', 'indulgent', 'vain', 'publish', 'magnate', 'privilege', 'life', 'upend', 'vehicular', 'accident', 'resentful', 'lover']"
Scary Movie 2,1,0,0,0,0,0,0,0,1,"['teens', 'trick', 'professor', 'oldman', 'tim', 'curry', 'visit', 'haunt', 'house', 'school', 'project']"
Rhapsody in Blue,0,0,1,0,0,1,0,0,0,"['george', 'gershwin', 'drive', 'composer', 'whose', 'need', 'succeed', 'destroy', 'relationship', 'singer', 'julie', 'adams', 'socialite', 'christine', 'gilbert']"
Mr. Nanny,1,0,0,0,1,0,1,0,0,"['former', 'professional', 'wrestler', 'hire', 'bodyguard', 'nanny', 'couple', 'bratty', 'kid', 'whose', 'inventor', 'father', 'stalk', 'rival']"
Einer trage des anderen Last,0,0,1,0,0,0,0,0,0,"['begin', 'extremely', 'disparate', 'men', 'meet', 'private', 'sanatorium', 'consumptives', 'officer', 'people', 'police', 'josef', 'heiliger', 'young', 'protestant', 'curate', 'hubertus', 'koschenz', 'account', 'consu']"
Hotel Transylvania 4: Transformania,1,0,0,0,1,0,1,0,0,"['experiment', 'johnny', 'turn', 'monster', 'everyone', 'else', 'become', 'human', 'see', 'whether', 'able', 'reverse', 'experiment']"
Hotel Transylvania 4: Transformania,1,0,0,0,1,0,1,0,0,"['experiment', 'johnny', 'turn', 'monster', 'everyone', 'else', 'become', 'human', 'see', 'whether', 'able', 'reverse', 'experiment']"
It Happens Every Spring,1,0,0,0,0,0,1,1,0,"['scientist', 'discover', 'formula', 'make', 'baseball', 'repel', 'wood', 'promptly', 'set', 'exploit', 'discovery']"
Gods and Monsters,0,0,1,0,0,1,0,0,0,"['last', 'days', 'frankenstein', 'director', 'jam', 'whale', 'explore']"
Buzz Lightyear of Star Command: The Adventure Begins,0,0,0,0,1,0,1,0,0,"['buzz', 'lightyear', 'must', 'battle', 'emperor', 'zurg', 'help', 'hopefuls', 'insist', 'partner']"
Little Fugitive,0,0,1,0,0,0,1,0,0,"['young', 'boy', 'fear', 'shoot', 'older', 'brother', 'fake', 'run', 'away', 'coney', 'island', 'crowd', 'beach', 'area', 'get', 'money', 'return', 'soda', 'bottle', 'deposit']"
"Cube: Ichido haittara, saigo",0,0,0,0,0,0,0,1,1,"['remake', 'without', 'remember', 'get', 'several', 'strangers', 'awaken', 'prison', 'cubic', 'cells', 'booby', 'trap', 'prisoners', 'must', 'use', 'combine', 'skills', 'escape']"
Fallen,0,0,1,1,0,0,0,1,0,"['young', 'girl', 'reform', 'school', 'therapy', 'since', 'blame', 'death', 'young', 'boy', 'school', 'draw', 'fellow', 'student', 'unaware', 'angel', 'love', 'thousands']"
The Other Woman,1,0,0,1,0,0,0,0,0,"['discover', 'boyfriend', 'marry', 'carly', 'meet', 'wife', 'hes', 'betray', 'another', 'affair', 'discover', 'women', 'team', 'plot', 'revenge', 'time', 'b']"
The Trial,0,1,1,0,0,0,0,0,1,"['horrific', 'death', 'wife', 'sons', 'suicide', 'seem', 'escape', 'small', 'town', 'attorney', 'hes', 'assign', 'capital', 'punishment', 'case', 'begin', 'transform', 'life']"
Breaking Infinity,0,0,0,0,0,0,0,1,1,"['liam', 'scientific', 'researcher', 'unstuck', 'time', 'jump', 'time', 'get', 'extreme', 'guide', 'future', 'mysterious', 'old', 'man', 'witness', 'end', 'world', 'cause']"
Fire and Ice,0,0,0,0,1,0,1,1,0,"['end', 'ice', 'age', 'evil', 'queen', 'son', 'set', 'conquer', 'world', 'use', 'magic', 'warriors', 'lone', 'survivor', 'crush', 'village', 'fight', 'back', 'king', 'fire', 'keep']"
Surrender Dorothy,1,0,1,1,0,0,0,0,0,"['lahn', 'heroin', 'addict', 'anything', 'dose', 'rob', 'dealer', 'bump', 'trevor', 'work', 'restaurant', 'give', 'shelter', 'turn', 'slave', 'make', 'dress', 'drag', 'name', 'doro']"
Matir Moina,0,0,1,0,0,1,0,0,0,"['family', 'must', 'come', 'grip', 'culture', 'faith', 'brutal', 'political', 'change', 'enter', 'small', 'town', 'world']"
Uchû daikaijû Dogora,0,1,0,0,0,0,0,1,1,"['amorphous', 'cellular', 'life', 'form', 'descend', 'atmosphere', 'consume', 'carbon', 'form', 'diamonds']"
Delirious,1,0,0,0,0,0,0,1,0,"['soap', 'opera', 'writer', 'get', 'hit', 'head', 'wake', 'character', 'show']"
The Circle,0,0,1,0,0,0,0,1,1,"['woman', 'land', 'dream', 'job', 'powerful', 'tech', 'company', 'call', 'circle', 'uncover', 'agenda', 'affect', 'live', 'humanity']"
Eat Pray Love,0,0,1,1,0,1,0,0,0,"['marry', 'woman', 'realize', 'unhappy', 'marriage', 'really', 'life', 'need', 'go', 'different', 'direction', 'painful', 'divorce', 'take', 'round', 'world', 'journey']"
Major Payne,1,0,0,0,1,0,1,0,0,"['recently', 'discharge', 'major', 'command', 'group', 'mismatch', 'cadets']"
Christmas Carol: The Movie,0,0,0,0,0,0,1,1,0,"['old', 'bitter', 'miser', 'ebenezer', 'scrooge', 'simon', 'callow', 'make', 'excuse', 'uncaring', 'nature', 'learn', 'real', 'compassion', 'ghost', 'visit', 'christmas', 'eve']"
Female on the Beach,0,1,1,0,0,0,0,0,0,"['move', 'beach', 'house', 'involve', 'lynn', 'markham', 'mystery', 'danger', 'romance', 'beach', 'boy', 'dubious', 'motives']"
Midnight Cowboy,0,0,1,0,0,0,0,0,0,"['naive', 'hustler', 'travel', 'texas', 'new', 'york', 'city', 'seek', 'personal', 'fortune', 'new', 'friend', 'process']"
Karan Arjun,0,0,1,0,1,0,0,1,0,"['karan', 'arjun', 'reincarnate', 'different', 'part', 'country', 'faith', 'previous', 'mother', 'bring', 'together', 'order', 'avenge', 'death']"
Return to Oz,0,0,0,0,1,0,1,1,0,"['dorothy', 'save', 'psychiatric', 'experiment', 'mysterious', 'girl', 'somehow', 'call', 'back', 'oz', 'vain', 'witch', 'nome', 'king', 'destroy', 'everything', 'make', 'magical', 'land', 'beautiful']"
The Quick and the Dead,0,0,0,1,1,0,0,0,1,"['female', 'gunfighter', 'return', 'frontier', 'town', 'duel', 'tournament', 'hold', 'enter', 'effort', 'avenge', 'father', 'death']"
The Hour of the Pig,0,1,1,0,0,0,0,0,1,"['medieval', 'france', 'young', 'lawyer', 'richard', 'courtois', 'leave', 'paris', 'simpler', 'life', 'country', 'soon', 'draw', 'amorous', 'political', 'intrigue', 'time', 'push', 'defend', 'pig', 'myste']"
Get Rich or Die Tryin',0,1,1,0,0,1,0,0,0,"['tale', 'inner', 'city', 'drug', 'dealer', 'turn', 'away', 'life', 'crime', 'pursue', 'passion', 'rap', 'music']"
Species II,0,0,0,0,1,0,0,1,1,"['astronaut', 'get', 'infect', 'alien', 'dna', 'first', 'mission', 'mar', 'run', 'amok', 'earth', 'preston', 'laura', 'team', 'peaceful', 'genetically', 'engineer', 'sil', 'track', 'monster']"
Night of the Demons 2,1,0,0,0,0,0,0,1,1,"['high', 'school', 'students', 'throw', 'halloween', 'party', 'mansion', 'haunt', 'young', 'demon']"
The Santa Clause 2,1,0,0,0,0,0,1,1,0,"['scott', 'calvin', 'humble', 'santa', 'claus', 'years', 'might', 'come', 'end', 'doesnt', 'mrs', 'claus']"
The Eyes of Tammy Faye,0,0,1,1,0,1,0,0,0,"['intimate', 'look', 'extraordinary', 'rise', 'fall', 'redemption', 'televangelist', 'tammy', 'faye', 'bakker']"
Gallipoli,0,0,1,0,1,1,0,0,0,"['australian', 'sprinters', 'face', 'brutal', 'realities', 'war', 'send', 'fight', 'gallipoli', 'campaign', 'turkey', 'world', 'war']"
American Honey,0,0,1,1,1,0,0,0,0,"['teenage', 'girl', 'nothing', 'lose', 'join', 'travel', 'magazine', 'sales', 'crew', 'get', 'catch', 'whirlwind', 'hard', 'party', 'law', 'bend', 'young', 'love', 'criss', 'cross', 'midwest', 'band', 'misfits']"
Zelary,0,0,1,1,1,0,0,0,0,"['nurse', 'part', 'resistance', 'czech', 'republic', 'discover', 'must', 'place', 'hide', 'patient', 'whose', 'life', 'save', 'remote', 'mountain', 'village', 'time', 'stop', 'years', 'ago', 'agree', 'hide']"
Stars at Noon,0,0,1,1,0,0,0,0,1,"['young', 'american', 'journalist', 'strand', 'present', 'day', 'nicaragua', 'fall', 'enigmatic', 'englishman', 'seem', 'like', 'best', 'chance', 'escape', 'soon', 'realize', 'even', 'greater', 'danger']"
"301, 302",0,0,0,0,0,0,0,0,1,"['women', 'chef', 'anorexic', 'writer', 'neighbor', 'apartment', 'build', 'chef', 'try', 'entice', 'neighbor', 'eat', 'fabulous', 'meals', 'writer', 'refuse', 'eat', 'refusal', 'begin', 'turbulent', 'relatio']"
Came a Hot Friday,1,0,0,0,1,0,0,0,0,"['eccentric', 'rural', 'new', 'zealand', 'tale', 'follow', 'con', 'men', 'attempt', 'trick', 'small', 'town', 'illegal', 'gamble', 'scheme']"
Terror on the Prairie,0,0,1,0,1,0,0,0,1,"['montana', 'plain', 'frontier', 'woman', 'must', 'protect', 'ruthless', 'gang', 'outlaw', 'hell', 'bend', 'revenge']"
The Sand Pebbles,0,0,1,1,1,0,0,0,0,"['u', 'naval', 'engineer', 'get', 'assign', 'gunboat', 'rescue', 'mission', 'war', 'tear', 'china']"
Hangar 18,0,0,0,0,0,0,0,1,0,"['ufo', 'crash', 'arizona', 'due', 'space', 'collision', 'nasa', 'satellite', 'launch', 'u', 'government', 'try', 'cover', 'incident', 'political', 'reason']"
Date Night,1,1,0,1,0,0,0,0,0,"['new', 'york', 'city', 'case', 'mistake', 'identity', 'turn', 'bore', 'marry', 'couple', 'attempt', 'glamorous', 'romantic', 'even', 'something', 'thrill', 'dangerous']"
The Quest for Tom Sawyer's Gold,0,0,0,0,1,0,1,0,0,"['risk', 'averse', 'english', 'teacher', 'force', 'face', 'greatest', 'fear', 'several', 'students', 'venture', 'alone', 'southern', 'wilderness', 'search', 'tom', 'sawyers', 'long', 'lose', 'gold']"
Thor: Love and Thunder,1,0,0,0,1,0,0,0,0,"['thor', 'enlist', 'help', 'valkyrie', 'korg', 'ex', 'girlfriend', 'jane', 'foster', 'fight', 'gorr', 'god', 'butcher', 'intend', 'make', 'gods', 'extinct']"
The Minus Man,0,1,1,0,0,0,0,0,1,"['aimless', 'vann', 'siegert', 'take', 'bizarre', 'turn', 'life', 'become', 'serial', 'killer', 'track', 'miserable', 'self', 'destructive', 'otherwise', 'seem', 'die']"
Les jeunes amants,0,0,1,0,0,0,0,0,0,"['lovers', 'meet', 'years', 'first', 'encounter', 'corridor', 'hospital', 'shes', 'hes', 'oppose', 'mesmerize', 'reconnect', 'widow', 'mother', 'grand', 'mother', 'shauna', 'want', 'reaffirm', 'shes', 'woman']"
King of New York,0,1,0,0,0,0,0,0,1,"['drug', 'kingpin', 'release', 'prison', 'seek', 'take', 'total', 'control', 'criminal', 'underworld', 'order', 'give', 'back', 'community']"
The War Room,0,0,0,0,0,1,0,0,0,"['documentary', 'bill', 'clinton', 'presidential', 'campaign', 'organization', 'run']"
The Lost World: Jurassic Park,0,0,0,0,1,0,0,1,0,"['research', 'team', 'send', 'jurassic', 'park', 'site', 'b', 'island', 'study', 'dinosaurs', 'ingen', 'team', 'approach', 'another', 'agenda']"
The Gods Must Be Crazy II,1,0,0,0,0,0,0,0,0,"['people', 'meet', 'kalahari', 'desert', 'female', 'nyc', 'lawyer', 'fly', 'local', 'zoologist', 'pilot', 'mini', 'plane', 'cuban', 'african', 'soldier', 'take', 'pow', 'boer', 'elephant', 'poacher', 'bushman', 'look', 'chil']"
Dangerous Beauty,0,0,1,1,0,1,0,0,0,"['venetian', 'courtesan', 'become', 'hero', 'city', 'later', 'become', 'target', 'inquisition', 'church', 'witchcraft']"
La morte accarezza a mezzanotte,0,1,0,0,0,0,0,0,1,"['drug', 'fuel', 'photoshoot', 'model', 'witness', 'brutal', 'murder', 'apartment', 'opposite', 'force', 'become', 'amateur', 'sleuth', 'unravel', 'mystery']"
The Strange Woman,0,0,1,0,0,0,0,0,0,"['inez', 'de', 'pierrefonds', 'mother', 'force', 'marry', 'wealthy', 'man', 'prove', 'brute', 'kill', 'drunken', 'brawl', 'inez', 'swear', 'never', 'marry', 'later', 'fall', 'love', 'john', 'hemingway']"
Paura nella città dei morti viventi,0,0,0,0,0,0,0,0,1,"['reporter', 'psychic', 'race', 'close', 'gate', 'hell', 'suicide', 'clergyman', 'cause', 'open', 'allow', 'dead', 'rise', 'grave']"
The Bye Bye Man,0,0,1,0,0,0,0,1,1,"['friends', 'stumble', 'upon', 'horrific', 'origins', 'mysterious', 'figure', 'discover', 'root', 'cause', 'evil', 'behind', 'unspeakable', 'act']"
My Best Friend Is a Vampire,1,0,0,1,0,0,0,0,1,"['sexual', 'encounter', 'beautiful', 'client', 'teenage', 'delivery', 'boy', 'turn', 'vampire']"
The Many Adventures of Winnie the Pooh,1,0,0,0,1,0,1,0,0,"['collection', 'animate', 'short', 'base', 'stories', 'character', 'milne', 'winnie', 'pooh', 'honey', 'love', 'teddy', 'bear', 'embark', 'eccentric', 'adventure']"
Mulholland Falls,0,1,1,0,0,0,0,0,1,"['los', 'angeles', 'special', 'crime', 'squad', 'lapd', 'investigate', 'murder', 'young', 'woman']"
Chicken Run: Dawn of the Nugget,1,0,0,0,1,0,1,0,0,"['pull', 'escape', 'tweedys', 'farm', 'ginger', 'peaceful', 'island', 'sanctuary', 'whole', 'flock', 'back', 'mainland', 'whole', 'chicken', 'kind', 'face', 'new', 'threat', 'ginger', 'team', 'decide', 'break']"
The French Dispatch,1,0,1,1,0,0,0,0,0,"['love', 'letter', 'journalists', 'set', 'outpost', 'american', 'newspaper', 'fictional', 'twentieth', 'century', 'french', 'city', 'bring', 'life', 'collection', 'stories', 'publish', 'french', 'dispatch', 'magazine']"
A Thin Line Between Love and Hate,1,1,1,0,0,0,0,0,0,"['fast', 'pace', 'womanize', 'nightclub', 'promoter', 'get', 'pay', 'back', 'full', 'scorn', 'beautiful', 'woman', 'psychotic', 'tendencies', 'punish', 'break', 'heart']"
Caravaggio,0,0,1,0,0,1,0,0,0,"['retell', 'life', 'celebrate', 'th', 'century', 'painter', 'brilliant', 'nearly', 'blasphemous', 'paint', 'flirtations', 'underworld']"
Daybreak,0,0,0,1,0,0,0,0,0,"['whole', 'movie', 'occur', 'entirely', 'place', 'big', 'white', 'vacation', 'house', 'tagaytay', 'cavite', 'male', 'character', 'single', 'narrative', 'time', 'intend', 'way', 'voyeurism', 'film', 'allow', 'viewers', 'discover', 'ha']"
Casper,1,0,0,0,0,0,1,1,0,"['afterlife', 'therapist', 'daughter', 'meet', 'friendly', 'young', 'ghost', 'move', 'crumble', 'mansion', 'order', 'rid', 'premise', 'wicked', 'spirit']"
Super 8,0,0,0,0,1,0,0,1,1,"['summer', 'group', 'friends', 'witness', 'train', 'crash', 'investigate', 'subsequent', 'unexplained', 'events', 'small', 'town']"
Muriel's Wedding,1,0,1,0,0,0,0,0,0,"['young', 'social', 'outcast', 'australia', 'steal', 'money', 'parent', 'finance', 'vacation', 'hop', 'happiness', 'perhaps', 'love']"
That Wonderful Urge,1,0,0,1,0,0,0,0,0,"['heiress', 'friendly', 'young', 'man', 'shes', 'meet', 'sun', 'valley', 'really', 'investigative', 'reporter', 'ruin', 'career', 'falsely', 'claim', 'theyre', 'marry']"
Pumpkinhead,0,0,0,0,0,0,0,1,1,"['tragic', 'accident', 'man', 'conjure', 'tower', 'vengeful', 'demon', 'call', 'pumpkinhead', 'destroy', 'group', 'unsuspecting', 'teenagers']"
Fan chan,1,0,0,1,0,0,0,0,0,"['jeab', 'hear', 'childhood', 'sweetheart', 'noi', 'naa', 'marry', 'make', 'trip', 'back', 'home', 'provincial', 'village', 'memories', 'come', 'flood', 'back', 'childhood', 'thailand', 'remember', 'always']"
Men of War,0,0,1,0,1,0,0,0,1,"['former', 'special', 'ops', 'soldier', 'lead', 'group', 'mercenaries', 'island', 'south', 'china', 'sea', 'mission', 'obtain', 'right', 'unusual', 'treasure', 'island', 'behold']"
Squadra antitruffa,1,1,0,0,1,0,0,0,0,"['rude', 'roman', 'policeman', 'nico', 'giraldi', 'english', 'detective', 'team', 'search', 'gang', 'carry', 'enormous', 'fraud', 'lloyds', 'london']"
The House That Screamed,0,0,0,0,0,0,0,0,1,"['recently', 'widow', 'writer', 'rent', 'haunt', 'house', 'write', 'latest', 'novel', 'soon', 'beset', 'various', 'ghost', 'house', 'bend', 'claim', 'next', 'victim']"
The Inventor: Out for Blood in Silicon Valley,0,1,0,0,0,1,0,0,0,"['story', 'theranos', 'multi', 'billion', 'dollar', 'tech', 'company', 'founder', 'elizabeth', 'holmes', 'youngest', 'self', 'make', 'female', 'billionaire', 'massive', 'fraud', 'collapse', 'company']"
Silver Linings Playbook,1,0,1,1,0,0,0,0,0,"['stint', 'mental', 'institution', 'former', 'teacher', 'pat', 'solitano', 'move', 'back', 'parent', 'try', 'reconcile', 'ex', 'wife', 'things', 'get', 'challenge', 'pat', 'meet', 'tiffany', 'mysterious', 'girl', 'problems']"
Wendell & Wild,1,0,0,0,1,0,1,0,0,"['scheme', 'demon', 'brothers', 'wendell', 'wild', 'enlist', 'aid', 'year', 'old', 'kat', 'elliot', 'summon', 'land', 'live']"
Missing Link,1,0,0,0,1,0,1,0,0,"['mr', 'link', 'recruit', 'explorer', 'sir', 'lionel', 'frost', 'help', 'long', 'lose', 'relatives', 'fabled', 'valley', 'shangri', 'la', 'along', 'adventurer', 'adelina', 'fortnight', 'trio', 'explorers', 'travel', 'world', 'help', 'new', 'friend']"
