Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Blade II,0,0,0,0,1,0,0,1,1,"['blade', 'form', 'uneasy', 'alliance', 'vampire', 'council', 'order', 'combat', 'reaper', 'feeding', 'vampire', 'black superhero', 'human vampire hybrid', 'infected vampire', 'vampire', 'vampire versus vampire']"
High Crimes,0,1,1,0,0,0,0,0,1,"['successful', 'lawyer', 'husband', 'arrested', 'murdering', 'villager', 'el', 'salvador', 'u', 'soldier', 'different', 'name', 'defends', 'military', 'court', 'investigates', 'framed', 'death by gunshot', 'shot in the back', 'murder confession', 'ambidexterity', 'classified file']"
National Lampoon's Van Wilder,1,0,0,1,0,0,0,0,0,"['popular', 'kid', 'campus', 'meet', 'beautiful', 'journalist', 'make', 'realize', 'maybe', 'afraid', 'graduate', 'female nudity', 'teen sex comedy', 'fraternity', ""girls' locker room"", ""boy in girls' locker room""]"
True Confessions,0,1,1,0,0,0,0,0,0,"['worldly', 'ambitious', 'monsignor', 'clash', 'older', 'brother', 'cynical', 'los', 'angeles', 'homicide', 'detective', 'investigating', 'brutal', 'murder', 'young', 'prostitute', 'irish american', 'neo noir', '1950s', 'los angeles police department', 'wraparound prologue and epilogue']"
Murder by Numbers,0,1,0,0,0,0,0,0,1,"['hired', 'deceased', 'ex', 'wife', 'private', 'eye', 'check', 'death', 'gay', 'man', 'aid', 'death', 'private eye', 'aid', 'gay', 'gay interest']"
The Scorpion King,0,0,0,0,1,0,0,1,0,"['desert', 'warrior', 'rise', 'evil', 'army', 'destroying', 'homeland', 'capture', 'enemy', 'key', 'sorcerer', 'take', 'deep', 'desert', 'prepares', 'final', 'showdown', 'sorceress', 'desert', 'king', 'showdown', 'white camel']"
Jason X,0,0,0,0,1,0,0,1,1,"['jason', 'voorhees', 'cryogenically', 'frozen', 'beginning', 'st', 'century', 'discovered', 'th', 'century', 'taken', 'space', 'get', 'thawed', 'begin', 'stalking', 'killing', 'crew', 'spaceship', 'transporting', 'female doctor', 'autopsy', 'slasher killer', 'serial teen murderer', 'survival horror']"
The Salton Sea,0,1,1,0,0,0,0,0,1,"['driver', 'hit', 'someone', 'remote', 'desert', 'road', 'animal', 'human', 'importantly', 'kill', 'panic', 'drive', 'instead', 'checking', 'hitchhiker', 'witness', 'blackmail', 'ride', 'thus', 'begin', 'odyssey', 'f rated']"
Life or Something Like It,1,0,0,1,0,0,0,0,0,"['reporter', 'interview', 'psychic', 'tell', 'going', 'die', 'life', 'meaningless', 'homeless man', 'alternative reality', 'prophecy', 'life and death battle', 'superstition']"
Bluetopia: The LA Dodgers Movie,0,0,0,0,0,1,0,0,0,"['dodger', 'celebrated', 'th', 'year', 'los', 'angeles', 'time', 'dodger', 'dodger', 'stadium', 'specifically', 'become', 'true', 'bluetopia', 'fan', 'common', 'passion', 'sanctuary', 'incredibly', 'diverse', 'face', 'dodger', 'los angeles dodgers', 'baseball']"
War Path,0,1,0,0,1,0,0,0,0,"['contract', 'killer', 'accepts', 'dangerous', 'job', 'go', 'badly', 'wrong', 'putting', 'wife', 'life', 'danger', 'killer']"
Bad Company,0,0,0,0,1,0,0,0,0,"['troubled', 'teen', 'nd', 'chance', 'bootcamp', 'program', 'encounter', 'group', 'terrorist', 'trying', 'take', 'rural', 'nuclear', 'power', 'plant', 'stuck', 'remote', 'area', 'skill', 'communication', 'outside', 'world', 'teen', 'find', ' ']"
Windtalkers,0,0,1,0,1,0,0,0,0,"['two', 'u', 'marine', 'world', 'war', 'ii', 'assigned', 'protect', 'navajo', 'marine', 'use', 'native', 'language', 'unbreakable', 'radio', 'cypher', 'navajo indian', 'year 1944', 'saipan', 'military', 'japanese army']"
The Dangerous Lives of Altar Boys,1,0,1,0,0,0,0,0,0,"['group', 'catholic', 'school', 'friend', 'caught', 'drawing', 'obscene', 'comic', 'book', 'plan', 'heist', 'outdo', 'previous', 'prank', 'make', 'local', 'legend', 'glowing eye', 'nosebleed', 'watching tv', 'cartoon on tv', 'timeframe 1970s']"
Air Bud: Seventh Inning Fetch,1,0,1,0,0,0,1,0,0,"['josh', 'gone', 'college', 'little', 'sister', 'andrea', 'enlists', 'dog', 'buddy', 'baseball', 'team', 'buddy', 'puppy', 'kidnapped', 'rocky', 'raccoon', '2000s', 'baseball', 'animal character name in title', 'air bud character', 'five word title']"
Pumpkin,1,0,1,1,0,0,0,0,0,"['sorority', 'girl', 'find', 'life', 'falling', 'apart', 'develops', 'romantic', 'feeling', 'mentally', 'challenged', 'man', 'sorority girl', 'hula dance', 'mother daughter relationship', 'mental retardation', 'vegetable in title']"
The Powerpuff Girls Movie,0,0,0,0,1,0,1,0,0,"['destroying', 'city', 'townsville', 'game', 'tag', 'trio', 'super', 'powered', 'little', 'girl', 'must', 'redeem', 'stopping', 'vengeful', 'monkey', 'plot', 'world', 'domination', 'cartoon network', 'superhero crying', 'gender in title', 'origin of heroine', 'child protagonist']"
The Portable Door,0,0,0,0,0,0,0,1,0,"['paul', 'carpenter', 'intern', 'mysterious', 'london', 'firm', 'unconventional', 'employer', 'including', 'ceo', 'want', 'disrupt', 'ancient', 'magical', 'world', 'modern', 'corporate', 'practice', 'epic fantasy', 'magical door', 'goblin', 'london underground', 'transporter']"
Eight Legged Freaks,1,0,0,0,1,0,0,0,0,"['venomous', 'spider', 'get', 'exposed', 'noxious', 'chemical', 'cause', 'grow', 'monumental', 'proportion', 'giant spider', 'town in panic', 'arizona desert', 'arizona', 'psychotronic film']"
Full Frontal,1,0,0,0,0,0,0,0,0,"['mock', 'documentary', 'adult', 'film', 'world', 'adult', 'film', 'star', 'portray', 'male frontal nudity', 'male nudity', 'male rear nudity', 'female nudity', 'pornography']"
Austin Powers in Goldmember,1,0,0,0,1,0,0,0,0,"['upon', 'learning', 'father', 'kidnapped', 'austin', 'power', 'must', 'travel', 'defeat', 'aptly', 'named', 'villain', 'goldmember', 'working', 'dr', 'evil', 'protagonist and antagonist played by same actor', 'spy spoof', 'time travel', 'medical examination', 'villain arrested']"
La grenouille et la baleine,1,0,1,0,1,0,0,0,0,"['arrival', 'mingan', 'north', 'coast', 'st', 'lawrence', 'gulf', 'couple', 'notice', 'young', 'girl', 'floating', 'ocean', 'thinking', 'need', 'rescuing', 'discover', 'fact', 'able', 'stay', 'long', 'time', 'underwater', 'whale', 'dolphin', 'girl', '1980s', 'whale singing']"
Spy Kids 2: Island of Lost Dreams,1,0,0,0,1,0,0,0,0,"['cortez', 'sibling', 'set', 'mysterious', 'island', 'encounter', 'genetic', 'scientist', 'set', 'rival', 'spy', 'kid', 'genetic', 'traitor', 'machete cortez character', 'close up of eye', 'espionage']"
24 Hour Party People,1,0,1,0,0,1,0,0,0,"['tony', 'wilson', 'set', 'factory', 'record', 'brings', 'manchester', 'music', 'world', 'dancer', 'kidnapping', 'drug', 'violence', 'suicide by hanging']"
xXx,0,0,0,0,1,0,0,0,1,"['extreme', 'sport', 'athlete', 'xander', 'cage', 'recruited', 'government', 'special', 'mission', 'snowboard', 'adventure hero', 'flame', 'rifle', 'russian']"
The Adventures of Pluto Nash,1,0,0,0,1,0,0,1,0,"['future', 'man', 'struggle', 'keep', 'lunar', 'nightclub', 'hand', 'mafia', 'the future', 'african american hero', 'gangster', 'breasts growing', 'violence']"
The Princess and the Pea,0,0,0,0,1,0,1,0,0,"['loosely', 'based', 'han', 'christian', 'anderson', 'classic', 'fairy', 'tale', 'evil', 'prince', 'laird', 'inherit', 'crown', 'corazion', 'sought', 'revenge', 'secretly', 'switching', 'newborn', 'daughter', 'brother', 'denmark', 'kidnapping', 'female protagonist', 'fairy tale', 'independent film']"
Simone,0,0,0,1,0,0,0,0,1,"['mysterious', 'erotic', 'haunting', 'love', 'story', 'writer', 'professor', 'puerto', 'rico', 'leading', 'university', 'aspiring', 'artist', 'immigrant', 'chinese', 'community', 'steamy romance', 'female nudity', 'female rear nudity', 'female frontal nudity', 'male nudity']"
Undisputed III: Redemption,0,1,1,0,1,0,0,0,0,"['boyka', 'back', 'time', 'fighting', 'first', 'ever', 'inter', 'prison', 'tournament', 'one', 'knee', 'prison', 'tournament', 'fight', 'prison fight', 'taekwondo']"
Feardotcom,0,1,0,0,0,0,0,0,1,"['new', 'york', 'city', 'detective', 'investigates', 'mysterious', 'death', 'occurring', 'hour', 'user', 'log', 'onto', 'site', 'named', 'feardotcom', 'bound and gagged', 'torture', 'snuff film', 'vengeful ghost', 'stabbed in the back']"
Barbershop,1,0,1,0,0,0,0,0,0,"['day', 'life', 'south', 'side', 'chicago', 'barbershop', 'one word title', 'african american protagonist', 'criminal', 'blowtorch', 'thief']"
Stealing Harvard,1,1,0,0,0,0,0,0,0,"['middle', 'class', 'man', 'turn', 'life', 'crime', 'order', 'finance', 'niece', 'first', 'year', 'harvard', 'university', 'man wears eyeglasses', 'fiance fiancee relationship', 'harvard', 'black comedy', 'crying during sex']"
Trapped,0,0,1,0,0,0,0,0,1,"['man', 'struggle', 'survive', 'unintentionally', 'lock', 'high', 'rise', 'devoid', 'food', 'water', 'electricity', 'trapped', 'hallucinating', ""drinking one's urine"", 'survival', 'trapped in an apartment']"
The Tuxedo,1,0,0,0,1,0,0,1,0,"['hapless', 'chauffeur', 'must', 'take', 'comatose', 'secret', 'agent', 'place', 'using', 'special', 'gadget', 'laden', 'tuxedo', 'boxer shorts', 'slimehouse', 'fiance fiancee relationship', 'tuxedo', 'chauffeur']"
Poketto monsutâ: Serebî - Toki wo koeta deai,0,0,0,0,1,0,1,0,0,"['ash', 'must', 'stop', 'hunter', 'force', 'mythical', 'pok', 'mon', 'celebi', 'help', 'destroy', 'forest', 'celebi', 'pokemon', 'time travel', 'talking cat', 'cat']"
The Rules of Attraction,1,0,1,1,0,0,0,0,0,"['incredibly', 'spoiled', 'overprivileged', 'student', 'camden', 'college', 'backdrop', 'unusual', 'love', 'triangle', 'drug', 'dealer', 'virgin', 'bisexual', 'classmate', 'lesbian', 'lesbian interest', 'sex', 'public nudity', 'female rear nudity']"
Tuck Everlasting,0,0,1,0,0,0,1,1,0,"['turn', 'th', 'century', 'upstate', 'new', 'york', 'winnie', 'foster', 'year', 'old', 'girl', 'discovers', 'family', 'living', 'wood', 'near', 'family', 'home', 'never', 'age', 'thanks', 'magical', 'spring', 'drink', 'entrusted', 'keep', 'low budget film', 'magical spring', 'new york state', 'adirondack mountains', 'psychotronic film']"
Auto Focus,0,1,1,0,0,1,0,0,0,"['life', 'tv', 'star', 'bob', 'crane', 'strange', 'friendship', 'electronics', 'expert', 'john', 'henry', 'carpenter', 'amateur pornography', 'promiscuity', 'group sex', 'breasts pulled out', 'breast fondling']"
Carrie,0,0,0,0,0,0,0,0,1,"['carrie', 'white', 'shy', 'friendless', 'teenage', 'girl', 'sheltered', 'domineering', 'religious', 'mother', 'unleashes', 'telekinetic', 'power', 'humiliated', 'classmate', 'senior', 'prom', 'telekinesis', 'high school prom', 'female protagonist', 'female frontal nudity', 'female rear nudity']"
Femme Fatale,0,0,1,0,0,0,0,0,1,"['worried', 'artist', 'try', 'locate', 'wife', 'suddenly', 'abandoned', 'discover', 'led', 'secret', 'life', 'two', 'proceeds', 'investigate', 'past', 'stir', 'hornet', 'nest', 'artist', 'secret life', 'painter', 'missing wife', 'park ranger']"
Half Past Dead,0,1,0,0,1,0,0,0,1,"['man', 'go', 'undercover', 'hi', 'tech', 'prison', 'find', 'information', 'help', 'prosecute', 'killed', 'wife', 'stumble', 'onto', 'plot', 'involving', 'death', 'row', 'inmate', 'million', 'stash', 'gold', 'fbi federal bureau of investigation', 'body lands on a car', 'knocking down a door', 'hk mp5', 'gold']"
The Quiet American,0,0,1,1,0,0,0,0,1,"['old', 'british', 'reporter', 'vies', 'young', 'u', 'doctor', 'affection', 'beautiful', 'vietnamese', 'woman', 'year 1952', 'first indochina war', 'cia agent', 'bombing', 'vietnam']"
Eight Crazy Nights,1,0,0,0,0,0,1,0,0,"['davey', 'stone', 'alcoholic', 'criminal', 'record', 'sentenced', 'community', 'service', 'supervision', 'elderly', 'referee', 'davey', 'faced', 'trying', 'reform', 'abandon', 'bad', 'habit', 'loss of parents', 'destruction of property', 'fraternal twins', 'song', 'brother sister relationship']"
They/Them,0,0,0,0,0,0,0,0,1,"['group', 'teenager', 'lgbtq', 'conversion', 'camp', 'endures', 'unsettling', 'psychological', 'technique', 'stalked', 'mysterious', 'masked', 'killer', 'gay conversion camp', 'gay conversion therapy', 'gay conversion', 'psychological horror', 'psychological thriller']"
Watergate: High Crimes in the White House,0,0,0,0,0,1,0,0,0,"['follows', 'crime', 'scandal', 'took', 'president', 'richard', 'nixon', 'day', 'break', 'watergate', 'hotel', 'the white house washington d.c.']"
It's a Very Merry Muppet Christmas Movie,1,0,0,0,1,0,1,0,0,"['twas', 'night', 'christmas', 'muppet', 'theatre', 'danger', 'torn', 'hilarious', 'send', 'ups', 'every', 'holiday', 'movie', 'ever', 'made', 'muppets', 'discover', 'matter', 'love', 'campy', 'nbc', 'god', 'guardian angel', 'alternate reality']"
Analyze That,1,1,0,0,0,0,0,0,0,"['mobster', 'paul', 'vitti', 'released', 'dr', 'ben', 'sobol', 'care', 'chaos', 'ensues', 'sing sing prison new york', 'loud sex', 'mafia boss', 'female crime boss', 'italian american']"
Letters from Baghdad,0,0,0,0,0,1,0,0,0,"['gertrude', 'bell', 'powerful', 'woman', 'british', 'empire', 'day', 'shaped', 'destiny', 'iraq', 'wwi', 'way', 'still', 'reverberate', 'today', 'reenactment', 'british', 'iraq', 'archive footage', 'middle east']"
Drumline,1,0,1,1,0,0,0,0,0,"['band', 'director', 'recruit', 'harlem', 'street', 'drummer', 'play', 'southern', 'university', 'bare midriff', 'drummer', 'university', 'drumline', 'fish out of water']"
Star Trek: Nemesis,0,0,0,0,1,0,0,1,0,"['enterprise', 'diverted', 'romulan', 'homeworld', 'romulus', 'supposedly', 'want', 'negotiate', 'peace', 'treaty', 'captain', 'picard', 'crew', 'discover', 'serious', 'threat', 'federation', 'praetor', 'shinzon', 'plan', 'attack', 'ea', 'universe', 'based on cult favorite', 'fictional war', 'dna', 'blood']"
Maid in Manhattan,1,0,1,1,0,0,0,0,0,"['senatorial', 'candidate', 'fall', 'hotel', 'maid', 'thinking', 'socialite', 'see', 'trying', 'wealthy', 'woman', 'dress', 'brooklyn new york city', 'ball gown', 'watching tv', '1970s', 'caught naked']"
Narc,0,1,1,0,0,0,0,0,1,"['trail', 'go', 'cold', 'murder', 'investigation', 'policeman', 'undercover', 'narcotic', 'officer', 'lured', 'back', 'force', 'help', 'solve', 'case', 'suspended cop', 'investigation', 'police investigation', 'murder investigation', 'held at gunpoint']"
Nicholas Nickleby,0,0,1,1,1,0,0,0,0,"['young', 'compassionate', 'man', 'struggle', 'save', 'family', 'friend', 'abusive', 'exploitation', 'cold', 'heartedly', 'grasping', 'uncle', 'snow adventure', 'uncle nephew relationship', 'based on novel', 'alliterative title', 'character name as title']"
The Wild Thornberrys Movie,1,0,0,0,1,0,1,0,0,"['eliza', 'lacey', 'chabert', 'debbie', 'danielle', 'harris', 'two', 'sister', 'always', 'get', 'along', 'relationship', 'put', 'test', 'debbie', 'life', 'danger', 'eliza', 'might', 'give', 'power', 'talk', 'animal', 'family character name in title', 'dream', '2d animation', 'hand drawn animation', 'traditional animation']"
6 Angels,0,0,0,0,1,0,0,0,0,"['taileen', 'fall', 'deep', 'coma', 'result', 'car', 'accident', 'claim', 'life', 'parent', 'twelve', 'year', 'later', 'wake', 'new', 'world', 'new', 'body', 'new', 'life', 'life', 'angel', 'circle', 'angel', 'telekinesis', 'lucifer', 'coma', 'car accident']"
8 femmes,1,1,0,0,0,0,0,0,0,"['one', 'murdered', 'man', 'eight', 'woman', 'seeming', 'eager', 'others', 'know', 'truth', 'gimme', 'gimme', 'gimme', 'clue', 'make', 'mind', 'eventually', 'enter', 'truth', 'oh', 'thou', 'cruel', 'woman', '1950s', 'maid', 'adultery', 'theft', 'pregnancy']"
Fararishtay kifti rost,1,0,1,0,0,0,0,1,0,"['set', 'tadjik', 'village', 'asht', 'film', 'draw', 'muslim', 'notion', 'born', 'angel', 'shoulder', 'angel', 'right', 'record', 'good', 'throughout', 'life', 'angel', 'left', ' ']"
Ararat,0,0,1,0,1,0,0,0,0,"['interrogated', 'custom', 'officer', 'young', 'man', 'recount', 'life', 'changed', 'making', 'film', 'armenian', 'genocide', 'armenian', 'armenia', 'genocide', 'art history professor', 'armenian flag']"
Avenging Angelo,1,1,0,0,1,0,0,0,0,"['woman', 'discovered', 'daughter', 'murdered', 'mafia', 'chieftain', 'seek', 'revenge', 'aide', 'father', 'faithful', 'bodyguard', ""stitching one's wound"", 'adultery', 'flower', 'neo screwball comedy', 'mafia']"
Baader,0,1,0,0,1,1,0,0,0,"['andreas', 'baader', 'start', 'small', 'time', 'criminal', 'berlin', 'recruited', 'revolutionary', 'cell', 'plan', 'overthrow', 'state', 'red army faction', 'german politics', 'reference to the ten commandments', 'surname as title', 'leftist']"
Balseros,0,0,0,0,0,1,0,0,0,"['story', 'cuban', 'refugee', 'risked', 'life', 'homemade', 'raft', 'reach', 'united', 'state', 'life', 'like', 'succeed', 'life', 'preparations for leaving the country', 'perseverance', 'foreigner in america', 'cuban in miami']"
The Best Day of My Life,0,0,0,0,0,1,0,0,0,"['best', 'day', 'life', 'minute', 'documentary', 'filmed', 'k', 'around', 'world', 'pride', 'event', 'madrid', 'directed', 'laureate', 'spanish', 'film', 'director', 'fernando', 'gonz', 'lez', 'molina', 'director']"
Sud sanaeha,0,0,1,1,0,0,0,0,0,"['story', 'love', 'affair', 'begin', 'picnic', 'thai', 'burmese', 'border', 'erection', 'uncircumcised penis', 'street market', 'adulterous wife', 'unfaithful wife']"
Beneath Clouds,0,0,1,1,0,0,0,0,0,"['lena', 'daughter', 'aboriginal', 'mother', 'irish', 'father', 'vaughn', 'murri', 'boy', 'time', 'minimum', 'security', 'prison', 'north', 'west', 'nsw', 'dramatic', 'event', 'throw', 'together', 'journey', 'money', 'transport', 'australian aborigine', 'housefly', 'biracial', 'tree trimming', 'irish father']"
Better Luck Tomorrow,0,1,1,1,0,0,0,0,0,"['group', 'achieving', 'east', 'asian', 'american', 'high', 'school', 'senior', 'enjoy', 'power', 'trip', 'dip', 'extracurricular', 'criminal', 'activity', 'teen movie', ""character repeats someone else's dialogue"", 'female rear nudity', 'true crime', 'high school']"
Buying the Cow,1,0,0,1,0,0,0,0,0,"['commitment', 'averse', 'man', 'frantically', 'hit', 'dating', 'scene', 'girlfriend', 'start', 'pressuring', 'pop', 'question', 'public nudity', 'narcissism', 'narcissist', 'narcissistic man', 'bare chested male']"
Book of Love,1,0,0,1,0,0,0,0,0,"['british', 'writer', 'realizes', 'novel', 'success', 'mexico', 'peculiar', 'translation', 'london england', 'englishman in mexico', 'directed by co writer', 'book author', 'romance writer']"
Callas Forever,0,0,1,0,0,1,0,0,0,"['last', 'day', 'legendary', 'opera', 'singer', 'maria', 'calla', 'opera singer', 'singer', 'concert', 'opera', 'diva']"
Cloudy with a Chance of Meatballs,1,0,0,0,1,0,1,0,0,"['local', 'scientist', 'often', 'regarded', 'failure', 'invents', 'machine', 'make', 'food', 'fall', 'sky', 'little', 'know', 'thing', 'take', 'turn', 'worst', 'corrupt mayor', 'inventor', 'machine', 'storm', 'scientist']"
City of Ghosts,0,1,1,0,0,0,0,0,1,"['con', 'man', 'matt', 'dillon', 'travel', 'cambodia', 'also', 'run', 'law', 'enforcement', 'u', 'collect', 'share', 'insurance', 'scam', 'discovers', 'bargained', 'cambodia', 'nightclub', 'male bonding', 'loss of friend', 'buddhist temple']"
Matir Moina,0,0,1,0,0,1,0,0,0,"['family', 'must', 'come', 'grip', 'culture', 'faith', 'brutal', 'political', 'change', 'entering', 'small', 'town', 'world', 'song', 'violence', 'village', 'tradition', 'tolerance']"
Company of Heroes,0,0,0,0,1,0,0,0,0,"['american', 'soldier', 'lost', 'behind', 'enemy', 'line', 'wwii', 'make', 'horrific', 'discovery', 'hitler', 'super', 'bomb', 'development', 'odds', 'set', 'find', 'scientist', 'charge', 'program', 'looking', 'defect', 'scientist', 'opening action scene', 'hand to hand combat', 'behind enemy lines', 'fistfight']"
"No Woman, No Cry",0,0,0,0,0,1,0,0,0,"['pregnancy', 'death', 'sentence', 'half', 'million', 'woman', 'every', 'year', 'death', 'would', 'preventable', 'could', 'obtain', 'health', 'care', 'needed', 'documentary', 'focus', 'personal', 'story', 'behind', 'sta', 'death']"
Hae anseon,0,0,1,0,1,0,0,0,0,"['member', 'coast', 'guard', 'platoon', 'private', 'kang', 'monitor', 'high', 'infiltration', 'stretch', 'beach', 'lined', 'barbed', 'wire', 'fencing', 'driven', 'belief', 'killing', 'spy', 'highest', 'honor', 'wait', 'chance', 'prove', 'worth', 'soldier', 'friend', 'south korea', 'patrol', 'friendship']"
Cypher,0,0,0,0,0,0,0,1,1,"['unsuspecting', 'disenchanted', 'man', 'find', 'working', 'spy', 'dangerous', 'high', 'stake', 'world', 'corporate', 'espionage', 'quickly', 'getting', 'way', 'head', 'team', 'mysterious', 'femme', 'fatale', 'corporate espionage', 'brainwashing', 'cyberpunk', 'surprise ending', 'kiss']"
Dark Waters,0,0,1,0,0,1,0,0,0,"['corporate', 'defense', 'attorney', 'take', 'environmental', 'lawsuit', 'chemical', 'company', 'expose', 'lengthy', 'history', 'pollution', 'environmental pollution', 'water pollution', 'lawyer as protagonist', 'lawsuit', 'corporation']"
Darkness,0,0,0,0,0,0,0,0,1,"['teenage', 'girl', 'move', 'remote', 'country', 'house', 'family', 'discover', 'gloomy', 'new', 'home', 'horrifying', 'past', 'threatens', 'destroy', 'family', 'gramophone', 'supernatural horror', 'dead child', 'missing child', 'haunted hospital']"
Devdas,0,0,1,1,0,0,0,0,0,"['wealthy', 'family', 'prohibits', 'marrying', 'woman', 'love', 'devdas', 'mukherjee', 'life', 'spiral', 'control', 'take', 'alcohol', 'life', 'vice', 'numb', 'pain', 'bengali', 'bengal', 'upper class', 'tragic love', 'insult']"
Dirty Deeds,1,1,0,0,0,0,0,0,0,"['sydney', 'australian', 'gangster', 'see', 'booming', 'business', 'due', 'u', 'soldier', 'town', 'relaxing', 'tour', 'vietnam', 'war', 'attracts', 'attention', 'first', 'chicago', 'mafia', 'east', 'coast', 'compet', 'american', 'cooking', 'timeframe 1970s', 'true crime', 'mafia']"
Dirty Pretty Things,0,1,1,0,0,0,0,0,1,"['irregular', 'migrant', 'okwe', 'senay', 'work', 'posh', 'london', 'hotel', 'live', 'constant', 'fear', 'deportation', 'one', 'night', 'okwe', 'stumble', 'across', 'evidence', 'bizarre', 'murder', 'setting', 'series', 'event', 'could', 'lead', 'disaster', 'free', 'african man', 'video arcade', 'asian man', 'immigrant as protagonist', 'virginal sex']"
Doing Hard Time,0,0,1,0,1,0,0,0,0,"['father', 'eight', 'year', 'old', 'son', 'murdered', 'gangland', 'shooting', 'father', 'boris', 'kodjoe', 'get', 'thrown', 'prison', 'avenge', 'son', 'death', 'murder', 'male nudity', 'male rear nudity', 'shower', 'group shower']"
Dog Soldiers,0,0,0,0,1,0,0,0,1,"['routine', 'military', 'exercise', 'turn', 'nightmare', 'scotland', 'wilderness', 'exploitation', 'grindhouse film', 'werewolf horror', 'villainess', 'united kingdom']"
Gin gwai,0,0,0,0,0,0,0,1,1,"['blind', 'girl', 'get', 'cornea', 'transplant', 'able', 'see', 'get', 'bargained', 'upon', 'realizing', 'also', 'see', 'ghost', 'blind girl', 'supernatural horror', 'alternate reality', 'slow motion scene', 'bandage over eyes']"
Lik goo lik goo san nin choi,1,0,0,1,0,0,0,0,0,"['centre', 'around', 'mahjong', 'master', 'andy', 'dealing', 'ex', 'girlfriend', 'estranged', 'family', 'local', 'gang', 'gambler', 'bankruptcy', 'mahjong']"
The Guru,1,0,0,0,0,0,0,0,0,"['tom', 'pickle', 'britain', 'top', 'pop', 'artiste', 'travel', 'bombay', 'india', 'learn', 'play', 'sitar', 'musical', 'instrument', 'renowned', 'maestro', 'ustad', 'zafar', 'khan', 'tom', 'taken', 'zafar', 'home', 'get', 'meet', 'wife', 'india', 'sitar', 'independent film']"
Hukkle,0,1,1,0,0,0,0,0,1,"['using', 'almost', 'dialogue', 'film', 'follows', 'number', 'resident', 'human', 'animal', 'small', 'rural', 'community', 'hungary', 'old', 'man', 'hiccup', 'shepherdess', 'sheep', 'old', 'woman', 'may', 'may', 'goo', 'no dialogue', 'old man', 'hiccup', 'murder', 'one word title']"
Dom durakov,0,0,1,1,0,0,0,0,0,"['midst', 'chechen', 'war', 'remote', 'psychiatric', 'institution', 'left', 'without', 'staff', 'leaving', 'patient', 'fend', 'based', 'true', 'story', 'falling down stairs in a wheelchair', 'patient', 'chechen', 'soldier', 'russia']"
Interstate 60: Episodes of the Road,1,0,1,0,1,0,0,0,0,"['neal', 'oliver', 'confused', 'young', 'man', 'artist', 'take', 'journey', 'lifetime', 'highway', 'exist', 'map', 'going', 'place', 'never', 'even', 'heard', 'searching', 'answer', 'dreamgirl', 'road trip', 'alternate reality', 'magic 8 ball', 'road movie', 'time warp']"
I don't feel at home in this world anymore.,1,1,1,0,0,0,0,0,0,"['depressed', 'woman', 'burgled', 'find', 'new', 'sense', 'purpose', 'tracking', 'thief', 'alongside', 'obnoxious', 'neighbour', 'soon', 'find', 'dangerously', 'depth', 'pack', 'degenerate', 'criminal', 'revenge', 'vigilante', 'burglary', 'depression', 'defecating in toilet tank']"
Irréversible,0,1,1,0,0,0,0,0,1,"['event', 'course', 'one', 'traumatic', 'night', 'paris', 'unfold', 'reverse', 'chronological', 'order', 'beautiful', 'alex', 'brutally', 'raped', 'beaten', 'stranger', 'underpass', 'tunnel', 'rape', 'sexual violence', 'vengeance', 'anal rape', 'brutality']"
Historias mínimas,1,0,1,0,0,0,0,0,0,"['three', 'people', 'baby', 'set', 'separate', 'journey', 'along', 'road', 'disparate', 'dream', 'story', 'intertwine', 'amidst', 'breathtaking', 'deserted', 'patagonic', 'route', 'road trip', '2000s', 'traveling salesman', 'pet dog', 'birthday cake']"
Kruté radosti,1,0,1,0,0,0,0,0,0,"['simple', 'story', 'feature', 'debut', 'well', 'known', 'slovak', 'theater', 'television', 'director', 'juraj', 'nvota', 'set', 'slovak', 'village', 'turn', 'last', 'century', 'story', 'teems', 'passion', 'repressed', 'hidden', 'emotion', ' ']"
The Legend of Bhagat Singh,0,0,1,0,1,1,0,0,0,"['story', 'young', 'revolutionary', 'raised', 'armed', 'resistance', 'british', 'rule', 'india', 'indian history', 'british raj', 'cricket the sport', 'revolutionary', 'protest']"
Last Call,1,0,0,0,0,0,0,0,0,"['real', 'estate', 'developer', 'return', 'old', 'philly', 'neighborhood', 'must', 'decide', 'raze', 'resurrect', 'family', 'bar', 'estate', 'darby heights pennsylvania', 'year 1987', 'co written by director', 'bocce']"
Yeonae soseol,0,0,1,1,0,0,0,0,0,"['college', 'student', 'befriends', 'two', 'cute', 'girl', 'age', 'loses', 'contact', 'try', 'find', 'year', 'later', 'student']"
The Man Who Saved the World,0,0,1,0,0,1,0,0,0,"['retired', 'soviet', 'lt', 'col', 'stanislav', 'petrov', 'saved', 'world', 'ww', 'talk', 'life', 'retiree', 'share', 'opinion', 'cold', 'war', 'actor', 'kevin', 'costner', 'melancholic', 'mixture', 'documentary', 'reenacted', 'foot', 'military and war documentary', 'military', 'six word title', 'reenactment']"
Gamunui yeonggwang,1,1,0,1,0,0,0,0,0,"['mr', 'hong', 'crime', 'bos', 'large', 'mafia', 'group', 'order', 'two', 'son', 'kyung', 'jae', 'suk', 'jae', 'find', 'elite', 'wife', 'eldest', 'son', 'jae', 'downward spiral', 'female to male foot in crotch']"
