Name,Date Published,Description,Rating,Rating Count,Content Rating,Keywords,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Malena,,"Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",,,,[' '],0,0,1,1,1,0,0,0,0,"['amidst', 'war', 'climate', 'teenage', 'boy', 'discover', 'become', 'love', 'stricken', 'malena', 'sensual', 'woman', 'live', 'small', 'narrow', 'mind', 'italian', 'town']"
When Dinosaurs Ruled the Earth,,"Sanna escapes being sacrificed and meets Tara. Together, they live in a seaside tribe that worships the Sun God and survive the dangers of the creatures from the Mesozoic era.",,,,[' '],0,0,0,1,1,0,0,1,0,"['sanna', 'escape', 'sacrifice', 'meet', 'tara', 'together', 'live', 'seaside', 'tribe', 'worship', 'sun', 'god', 'survive', 'dangers', 'creatures', 'mesozoic', 'era']"
The Handmaiden,,"A woman is hired as a handmaiden to a Japanese heiress, but secretly she is involved in a plot to defraud her.",,,,[' '],0,0,1,1,0,0,0,0,1,"['woman', 'hire', 'handmaiden', 'japanese', 'heiress', 'secretly', 'involve', 'plot', 'defraud']"
Licorice Pizza,,"The story of Alana Kane and Gary Valentine growing up, running around and going through the treacherous navigation of first love in the San Fernando Valley, 1973.",,,,[' '],1,0,1,1,0,0,0,0,0,"['story', 'alana', 'kane', 'gary', 'valentine', 'grow', 'run', 'around', 'go', 'treacherous', 'navigation', 'first', 'love', 'san', 'fernando', 'valley']"
Bridesmaids,,"Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef.",,,,[' '],1,0,0,1,0,0,0,0,0,"['competition', 'maid', 'honor', 'bridesmaid', 'brides', 'best', 'friend', 'threaten', 'upend', 'life', 'work', 'pastry', 'chef']"
"Crazy, Stupid, Love.",,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",,,,[' '],1,0,1,1,0,0,0,0,0,"['middle', 'age', 'husband', 'life', 'change', 'dramatically', 'wife', 'ask', 'divorce', 'seek', 'rediscover', 'manhood', 'help', 'newfound', 'friend', 'jacob', 'learn', 'pick', 'girls', 'bar']"
True Romance,,"In Detroit, a lonely pop culture geek marries a call girl, steals cocaine from her pimp, and tries to sell it in Hollywood. Meanwhile, the owners of the cocaine, the Mob, track them down in an attempt to reclaim it.",,,,[' '],0,1,1,1,0,0,0,0,0,"['detroit', 'lonely', 'pop', 'culture', 'geek', 'marry', 'call', 'girl', 'steal', 'cocaine', 'pimp', 'try', 'sell', 'hollywood', 'meanwhile', 'owners', 'cocaine', 'mob', 'track', 'attempt', 'reclaim']"
Bros,,Two men with commitment problems attempt a relationship.,,,,[' '],1,0,0,1,0,0,0,0,0,"['men', 'commitment', 'problems', 'attempt', 'relationship']"
Clueless,,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other.",,,,[' '],1,0,0,1,0,0,0,0,0,"['shallow', 'rich', 'socially', 'successful', 'cher', 'top', 'beverly', 'hill', 'high', 'school', 'peck', 'scale', 'see', 'matchmaker', 'cher', 'first', 'coax', 'teachers', 'date']"
Hotel Transylvania,,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter.",,,,[' '],1,0,0,0,1,0,1,0,0,"['dracula', 'operate', 'high', 'end', 'resort', 'away', 'human', 'world', 'go', 'overprotective', 'mode', 'boy', 'discover', 'resort', 'fall', 'count', 'teenaged', 'daughter']"
High Society,,"With socialite Tracy Lord about to remarry, her ex-husband - with the help of a sympathetic reporter - has 48 hours to convince her that she really still loves him.",,,,[' '],1,0,0,1,0,0,0,0,0,"['socialite', 'tracy', 'lord', 'remarry', 'ex', 'husband', 'help', 'sympathetic', 'reporter', 'hours', 'convince', 'really', 'still', 'love']"
Almost Pyaar with DJ Mohabbat,,"In London, a girl likes a boy, a little too much. And, in a parallel universe exists a boy that likes a girl. The two unrequited love stories, burdened by social status, caste and inequality are breathlessly, heading on towards each other.",,,,[' '],0,0,1,1,0,0,0,0,0,"['london', 'girl', 'like', 'boy', 'little', 'much', 'parallel', 'universe', 'exist', 'boy', 'like', 'girl', 'unrequited', 'love', 'stories', 'burden', 'social', 'status', 'caste', 'inequality', 'breathlessly', 'head', 'towards']"
She's the Man,,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles.",,,,[' '],1,0,0,1,0,0,0,0,0,"['brother', 'decide', 'ditch', 'couple', 'weeks', 'viola', 'head', 'elite', 'board', 'school', 'disguise', 'proceed', 'fall', 'school', 'star', 'soccer', 'player', 'soon', 'learn', 'shes', 'romantic', 'trouble']"
There's Something About Mary,,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.",,,,[' '],1,0,0,1,0,0,0,0,0,"['man', 'get', 'chance', 'meet', 'dream', 'girl', 'high', 'school', 'even', 'though', 'date', 'back', 'complete', 'disaster']"
Romeo + Juliet,,Shakespeare's famous play is updated to the hip modern suburb of Verona still retaining its original dialogue.,,,,[' '],0,0,1,1,0,0,0,0,0,"['shakespeares', 'famous', 'play', 'update', 'hip', 'modern', 'suburb', 'verona', 'still', 'retain', 'original', 'dialogue']"
Easy A,,A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,,,,[' '],1,0,1,1,0,0,0,0,0,"['clean', 'cut', 'high', 'school', 'student', 'rely', 'school', 'rumor', 'mill', 'advance', 'social', 'financial', 'stand']"
Puss in Boots,,"An outlaw cat, his childhood egg-friend, and a seductive thief kitty set out in search for the eggs of the fabled Golden Goose to clear his name, restore his lost honor, and regain the trust of his mother and town.",,,,[' '],1,0,0,0,1,0,1,0,0,"['outlaw', 'cat', 'childhood', 'egg', 'friend', 'seductive', 'thief', 'kitty', 'set', 'search', 'egg', 'fabled', 'golden', 'goose', 'clear', 'name', 'restore', 'lose', 'honor', 'regain', 'trust', 'mother', 'town']"
Life Is Beautiful,,"When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",,,,[' '],1,0,1,1,0,0,0,0,0,"['open', 'mind', 'jewish', 'waiter', 'son', 'become', 'victims', 'holocaust', 'use', 'perfect', 'mixture', 'humor', 'imagination', 'protect', 'son', 'dangers', 'around', 'camp']"
Crazy Rich Asians,,"This contemporary romantic comedy, based on a global bestseller, follows native New Yorker Rachel Chu to Singapore to meet her boyfriend's family.",,,,[' '],1,0,1,1,0,0,0,0,0,"['contemporary', 'romantic', 'comedy', 'base', 'global', 'bestseller', 'follow', 'native', 'new', 'yorker', 'rachel', 'chu', 'singapore', 'meet', 'boyfriends', 'family']"
Decision to Leave,,A detective investigating a man's death in the mountains meets the dead man's mysterious wife in the course of his dogged sleuthing.,,,,[' '],0,1,1,0,0,0,0,0,1,"['detective', 'investigate', 'man', 'death', 'mountains', 'meet', 'dead', 'man', 'mysterious', 'wife', 'course', 'dog', 'sleuth']"
Love Actually,,"Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England.",,,,[' '],1,0,1,1,0,0,0,0,0,"['follow', 'live', 'different', 'couple', 'deal', 'love', 'live', 'various', 'loosely', 'interrelate', 'tales', 'set', 'frantic', 'month', 'christmas', 'london', 'england']"
Blue Is the Warmest Colour,,"Adèle's life is changed when she meets Emma, a young woman with blue hair, who will allow her to discover desire and to assert herself as a woman and as an adult. In front of others, Adèle grows, seeks herself, loses herself, and ultimately finds herself through love and loss.",,,,[' '],0,0,1,1,0,0,0,0,0,"['adeles', 'life', 'change', 'meet', 'emma', 'young', 'woman', 'blue', 'hair', 'allow', 'discover', 'desire', 'assert', 'woman', 'adult', 'front', 'others', 'adele', 'grow', 'seek', 'lose', 'ultimately', 'love', 'loss']"
In from the Side,,"Following a drunken encounter, two equally attached men from a cash strapped and divided gay rugby club unwittingly sleepwalk into an adulterous affair but must conceal their growing feelings or risk destroying the club they love.",,,,[' '],0,0,1,1,0,0,0,0,0,"['follow', 'drunken', 'encounter', 'equally', 'attach', 'men', 'cash', 'strap', 'divide', 'gay', 'rugby', 'club', 'unwittingly', 'sleepwalk', 'adulterous', 'affair', 'must', 'conceal', 'grow', 'feel', 'risk', 'destroy', 'club', 'love']"
About Time,,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.",,,,[' '],1,0,1,0,0,0,0,1,0,"['age', 'tim', 'discover', 'travel', 'time', 'change', 'happen', 'happen', 'life', 'decision', 'make', 'world', 'better', 'place', 'get', 'girlfriend', 'turn', 'easy', 'might', 'think']"
The Sound of Music,,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,,,,[' '],0,0,1,0,0,1,1,0,0,"['young', 'novice', 'send', 'convent', 'austria', 'become', 'govern', 'children', 'widow', 'naval', 'officer']"
Les Misérables,,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.",,,,[' '],0,0,1,1,0,0,0,0,0,"['th', 'century', 'france', 'jean', 'valjean', 'decades', 'hunt', 'ruthless', 'policeman', 'javert', 'break', 'parole', 'agree', 'care', 'factory', 'workers', 'daughter', 'decision', 'change', 'live', 'forever']"
Mamma Mia!,,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA.,,,,[' '],1,0,0,1,0,0,0,0,0,"['story', 'bride', 'try', 'real', 'father', 'tell', 'use', 'hit', 'songs', 'popular', 'group', 'abba']"
The Virgin Suicides,,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",,,,[' '],0,0,1,1,0,0,0,0,0,"['group', 'male', 'friends', 'become', 'obsess', 'mysterious', 'sisters', 'shelter', 'strict', 'religious', 'parent', 'suburban', 'detroit', 'mid']"
Friends with Benefits,,"A young man and woman decide to take their friendship to the next level without becoming a couple, but soon discover that adding sex only leads to complications.",,,,[' '],1,0,0,1,0,0,0,0,0,"['young', 'man', 'woman', 'decide', 'take', 'friendship', 'next', 'level', 'without', 'become', 'couple', 'soon', 'discover', 'add', 'sex', 'lead', 'complications']"
After We Collided,,"Based on the 2014 romance novel of the same name, this follows the love life of two young adults.",,,,[' '],0,0,1,1,0,0,0,0,0,"['base', 'romance', 'novel', 'name', 'follow', 'love', 'life', 'young', 'adults']"
Atonement,,Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,,,,[' '],0,0,1,1,0,0,0,0,1,"['thirteen', 'year', 'old', 'fledgling', 'writer', 'briony', 'tallis', 'irrevocably', 'change', 'course', 'several', 'live', 'accuse', 'older', 'sisters', 'lover', 'crime', 'commit']"
Somebody I Used to Know,,"On a trip to her hometown, workaholic Ally reminisces with her ex Sean and starts to question everything about the person she's become. Things only get more confusing when she meets Cassidy, who reminds her of the person she used to be.",,,,[' '],1,0,0,1,0,0,0,0,0,"['trip', 'hometown', 'workaholic', 'ally', 'reminisce', 'ex', 'sean', 'start', 'question', 'everything', 'person', 'shes', 'become', 'things', 'get', 'confuse', 'meet', 'cassidy', 'remind', 'person', 'use']"
Cinderella,,"When her father unexpectedly dies, young Ella finds herself at the mercy of her cruel stepmother and her scheming stepsisters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger.",,,,[' '],0,0,1,0,1,0,1,0,0,"['father', 'unexpectedly', 'die', 'young', 'ella', 'mercy', 'cruel', 'stepmother', 'scheme', 'stepsisters', 'never', 'give', 'hope', 'ellas', 'fortunes', 'begin', 'change', 'meet', 'dash', 'stranger']"
The Lobster,,"In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",,,,[' '],0,0,1,1,0,0,0,1,0,"['dystopian', 'near', 'future', 'accord', 'laws', 'city', 'single', 'people', 'take', 'hotel', 'oblige', 'romantic', 'partner', 'days', 'theyre', 'transform', 'beasts', 'send', 'woods']"
Faraway,,"Zeynep is unhappy. That's why she flees to a Croatian island, where her deceased mother bought a house long ago. She hopes to find peace and relaxation finally - but she hasn't reckoned with Josip, who still lives on the property.",,,,[' '],1,0,1,1,0,0,0,0,0,"['zeynep', 'unhappy', 'thats', 'flee', 'croatian', 'island', 'decease', 'mother', 'buy', 'house', 'long', 'ago', 'hop', 'peace', 'relaxation', 'finally', 'hasnt', 'reckon', 'josip', 'still', 'live', 'property']"
Tangled,,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",,,,[' '],1,0,0,0,1,0,1,0,0,"['magically', 'long', 'haired', 'rapunzel', 'spend', 'entire', 'life', 'tower', 'runaway', 'thief', 'stumble', 'upon', 'discover', 'world', 'first', 'time', 'really']"
Snow White,,Live-action adaptation of the 1937 Disney animated film 'Snow White and the Seven Dwarfs'.,,,,[' '],0,0,1,0,1,0,1,0,0,"['live', 'action', 'adaptation', 'disney', 'animate', 'film', 'snow', 'white', 'dwarf']"
The King,,"Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",,,,[' '],0,0,1,0,0,1,0,0,0,"['hal', 'wayward', 'prince', 'heir', 'english', 'throne', 'crown', 'king', 'henry', 'v', 'tyrannical', 'father', 'die', 'young', 'king', 'must', 'navigate', 'palace', 'politics', 'war', 'father', 'leave', 'behind', 'emotional', 'string', 'past', 'life']"
Maestro,,"The complex love of Leonard and Felicia, from the time they met in 1946 at a party and continuing through two engagements, a 25 year marriage, and three children.",,,,[' '],0,0,1,0,0,1,0,0,0,"['complex', 'love', 'leonard', 'felicia', 'time', 'meet', 'party', 'continue', 'engagements', 'year', 'marriage', 'children']"
Legend,,A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,,,,[' '],0,0,0,1,1,0,0,1,0,"['young', 'man', 'must', 'stop', 'lord', 'darkness', 'destroy', 'daylight', 'marry', 'woman', 'love']"
Safe Haven,,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her.",,,,[' '],0,0,1,1,0,0,0,0,1,"['young', 'woman', 'mysterious', 'past', 'land', 'southport', 'north', 'carolina', 'bond', 'widower', 'force', 'confront', 'dark', 'secret', 'haunt']"
The Worst Person in the World,,"The chronicles of four years in the life of Julie, a young woman who navigates the troubled waters of her love life and struggles to find her career path, leading her to take a realistic look at who she really is.",,,,[' '],1,0,1,1,0,0,0,0,0,"['chronicle', 'years', 'life', 'julie', 'young', 'woman', 'navigate', 'trouble', 'water', 'love', 'life', 'struggle', 'career', 'path', 'lead', 'take', 'realistic', 'look', 'really']"
Gone with the Wind,,American motion picture classic in which a manipulative woman and a roguish man conduct a turbulent romance during the Civil War and Reconstruction periods.,,,,[' '],0,0,1,1,1,0,0,0,0,"['american', 'motion', 'picture', 'classic', 'manipulative', 'woman', 'roguish', 'man', 'conduct', 'turbulent', 'romance', 'civil', 'war', 'reconstruction', 'periods']"
A Star Is Born,,A musician helps a young singer find fame as age and alcoholism send his own career into a downward spiral.,,,,[' '],0,0,1,1,0,0,0,0,0,"['musician', 'help', 'young', 'singer', 'fame', 'age', 'alcoholism', 'send', 'career', 'downward', 'spiral']"
Hercules,,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,,,,[' '],1,0,0,0,1,0,1,0,0,"['son', 'zeus', 'hera', 'strip', 'immortality', 'infant', 'must', 'become', 'true', 'hero', 'order', 'reclaim']"
The Parent Trap,,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",,,,[' '],1,0,1,0,1,0,0,0,0,"['identical', 'twin', 'annie', 'hallie', 'separate', 'birth', 'raise', 'biological', 'parent', 'discover', 'first', 'time', 'summer', 'camp', 'make', 'plan', 'bring', 'wayward', 'parent', 'back', 'together']"
Wicked,,The story of how a green-skinned woman framed by the Wizard of Oz becomes the Wicked Witch of the West. The first of a two-part feature film adaptation of the Broadway musical.,,,,[' '],1,0,1,0,0,0,1,0,0,"['story', 'green', 'skin', 'woman', 'frame', 'wizard', 'oz', 'become', 'wicked', 'witch', 'west', 'first', 'part', 'feature', 'film', 'adaptation', 'broadway', 'musical']"
Aloha,,A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.,,,,[' '],1,0,1,1,0,0,0,0,0,"['celebrate', 'military', 'contractor', 'return', 'site', 'greatest', 'career', 'triumph', 'reconnects', 'long', 'ago', 'love', 'unexpectedly', 'fall', 'hard', 'charge', 'air', 'force', 'watchdog', 'assign']"
Room in Rome,,A hotel room in the center of Rome serves as the setting for two young and recently acquainted women to have a physical adventure that touches their very souls.,,,,[' '],0,0,1,1,0,0,0,0,0,"['hotel', 'room', 'center', 'rome', 'serve', 'set', 'young', 'recently', 'acquaint', 'women', 'physical', 'adventure', 'touch', 'souls']"
Pitch Perfect,,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition.",,,,[' '],1,0,0,1,0,0,0,0,0,"['beca', 'freshman', 'barden', 'university', 'cajole', 'join', 'bellas', 'school', 'girls', 'sing', 'group', 'inject', 'much', 'need', 'energy', 'repertoire', 'bellas', 'take', 'male', 'rival', 'campus', 'competition']"
Maybe I Do,,"Michelle and Allen are in a relationship. They decide to invite their parents to finally meet about marriage. Turns out, the parents already know one another well, which leads to some differing opinions about marriage.",,,,[' '],1,0,0,1,0,0,0,0,0,"['michelle', 'allen', 'relationship', 'decide', 'invite', 'parent', 'finally', 'meet', 'marriage', 'turn', 'parent', 'already', 'know', 'another', 'well', 'lead', 'differ', 'opinions', 'marriage']"
The Shape of Water,,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity.",,,,[' '],0,0,1,1,0,0,0,1,0,"['top', 'secret', 'research', 'facility', 'lonely', 'janitor', 'form', 'unique', 'relationship', 'amphibious', 'creature', 'hold', 'captivity']"
Reminiscence,,"Nick Bannister, a private investigator of the mind, navigates the alluring world of the past when his life is changed by new client Mae. A simple case becomes an obsession after she disappears and he fights to learn the truth about her.",,,,[' '],0,0,0,1,0,0,0,1,1,"['nick', 'bannister', 'private', 'investigator', 'mind', 'navigate', 'allure', 'world', 'past', 'life', 'change', 'new', 'client', 'mae', 'simple', 'case', 'become', 'obsession', 'disappear', 'fight', 'learn', 'truth']"
Blended,,"After a bad blind date, a man and woman find themselves stuck together at a resort for families, where their attraction grows as their respective kids benefit from the burgeoning relationship.",,,,[' '],1,0,0,1,0,0,0,0,0,"['bad', 'blind', 'date', 'man', 'woman', 'stick', 'together', 'resort', 'families', 'attraction', 'grow', 'respective', 'kid', 'benefit', 'burgeon', 'relationship']"
The Girl Next Door,,A teenager's dreams come true when a former porn star moves in next door and they fall in love.,,,,[' '],1,0,1,1,0,0,0,0,0,"['teenagers', 'dream', 'come', 'true', 'former', 'porn', 'star', 'move', 'next', 'door', 'fall', 'love']"
Brokeback Mountain,,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,,,,[' '],0,0,1,1,0,0,0,0,0,"['ennis', 'jack', 'shepherd', 'develop', 'sexual', 'emotional', 'relationship', 'relationship', 'become', 'complicate', 'get', 'marry', 'respective', 'girlfriends']"
Moonrise Kingdom,,"A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",,,,[' '],1,0,1,0,0,0,1,0,0,"['pair', 'young', 'lovers', 'flee', 'new', 'england', 'town', 'cause', 'local', 'search', 'party', 'fan']"
The Curious Case of Benjamin Button,,"Tells the story of Benjamin Button, a man who starts aging backwards with consequences.",,,,[' '],0,0,1,1,0,0,0,1,0,"['tell', 'story', 'benjamin', 'button', 'man', 'start', 'age', 'backwards', 'consequences']"
500 Days of Summer,,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.",,,,[' '],1,0,1,1,0,0,0,0,0,"['dump', 'girl', 'believe', 'soulmate', 'hopeless', 'romantic', 'tom', 'hansen', 'reflect', 'relationship', 'try', 'figure', 'things', 'go', 'wrong', 'win', 'back']"
Can't Hardly Wait,,"A complete graduating class, consisting of beautiful girls, geeks and promising footballers, assemble at a rich classmate's residence for a party. Interesting developments follow at the get-together.",,,,[' '],1,0,0,1,0,0,0,0,0,"['complete', 'graduate', 'class', 'consist', 'beautiful', 'girls', 'geeks', 'promise', 'footballers', 'assemble', 'rich', 'classmates', 'residence', 'party', 'interest', 'developments', 'follow', 'get', 'together']"
Jerry Maguire,,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague.",,,,[' '],1,0,1,1,0,0,0,0,0,"['sport', 'agent', 'moral', 'epiphany', 'fire', 'express', 'decide', 'put', 'new', 'philosophy', 'test', 'independent', 'agent', 'athlete', 'stay', 'former', 'colleague']"
A Man Called Ove,,"Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",,,,[' '],1,0,1,1,0,0,0,0,0,"['ove', 'ill', 'temper', 'isolate', 'retiree', 'spend', 'days', 'enforce', 'block', 'association', 'rule', 'visit', 'wifes', 'grave', 'finally', 'give', 'life', 'unlikely', 'friendship', 'develop', 'boisterous', 'new', 'neighbor']"
After Ever Happy,,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",,,,[' '],0,0,1,1,0,0,0,0,0,"['shock', 'truth', 'couple', 'families', 'emerge', 'lovers', 'discover', 'different', 'tessa', 'longer', 'sweet', 'simple', 'good', 'girl', 'meet', 'hardin', 'cruel', 'moody', 'boy', 'fell', 'hard']"
Dirty Dancing,,"Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",,,,[' '],0,0,1,1,0,0,0,0,0,"['spend', 'summer', 'catskills', 'resort', 'family', 'frances', 'baby', 'houseman', 'fall', 'love', 'camp', 'dance', 'instructor', 'johnny', 'castle']"
Groundhog Day,,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day, and the day keeps repeating until he gets it right.",,,,[' '],1,0,1,0,0,0,0,1,0,"['narcissistic', 'self', 'center', 'weatherman', 'time', 'loop', 'groundhog', 'day', 'day', 'keep', 'repeat', 'get', 'right']"
John Tucker Must Die,,Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.,,,,[' '],1,0,0,1,0,0,0,0,0,"['ex', 'girlfriends', 'serial', 'cheater', 'set', 'former', 'lover', 'fall', 'new', 'girl', 'town', 'watch', 'get', 'heart', 'break']"
Secretary,,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",,,,[' '],1,0,1,1,0,0,0,0,0,"['young', 'woman', 'recently', 'release', 'mental', 'hospital', 'get', 'job', 'secretary', 'demand', 'lawyer', 'employer', 'employee', 'relationship', 'turn', 'sexual', 'sadomasochistic']"
Your Highness,,"When Prince Fabious's bride is kidnapped, he goes on a quest to rescue her... accompanied by his lazy useless brother Thadeous.",,,,[' '],1,0,0,0,1,0,0,0,0,"['prince', 'fabiouss', 'bride', 'kidnap', 'go', 'quest', 'rescue', 'accompany', 'lazy', 'useless', 'brother', 'thadeous']"
The Little Mermaid,,A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,,,,[' '],0,0,0,0,1,0,1,0,0,"['mermaid', 'princess', 'make', 'faustian', 'bargain', 'attempt', 'become', 'human', 'win', 'princes', 'love']"
Silver Linings Playbook,,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",,,,[' '],1,0,1,1,0,0,0,0,0,"['stint', 'mental', 'institution', 'former', 'teacher', 'pat', 'solitano', 'move', 'back', 'parent', 'try', 'reconcile', 'ex', 'wife', 'things', 'get', 'challenge', 'pat', 'meet', 'tiffany', 'mysterious', 'girl', 'problems']"
Passengers,,A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,,,,[' '],0,0,1,1,0,0,0,1,0,"['malfunction', 'sleep', 'pod', 'spacecraft', 'travel', 'distant', 'colony', 'planet', 'wake', 'passenger', 'years', 'early']"
"Love, Rosie",,"Rosie and Alex have been best friends since they were 5, so they couldn't possibly be right for one another...or could they? When it comes to love, life and making the right choices, these two are their own worst enemies.",,,,[' '],1,0,0,1,0,0,0,0,0,"['rosie', 'alex', 'best', 'friends', 'since', 'couldnt', 'possibly', 'right', 'another', 'could', 'come', 'love', 'life', 'make', 'right', 'choices', 'worst', 'enemies']"
What's Love Got to Do with It?,,"In London, an award-winning film-maker documents her best friend's journey into an assisted marriage in line with his family's Pakistani heritage. In the process, she challenges her own attitude towards relationships.",,,,[' '],1,0,0,1,0,0,0,0,0,"['london', 'award', 'win', 'film', 'maker', 'document', 'best', 'friends', 'journey', 'assist', 'marriage', 'line', 'familys', 'pakistani', 'heritage', 'process', 'challenge', 'attitude', 'towards', 'relationships']"
Trolls,,"After the Bergens invade Troll Village, Poppy, the happiest Troll ever born, and the curmudgeonly Branch set off on a journey to rescue her friends.",,,,[' '],1,0,0,0,1,0,1,0,0,"['bergens', 'invade', 'troll', 'village', 'poppy', 'happiest', 'troll', 'ever', 'bear', 'curmudgeonly', 'branch', 'set', 'journey', 'rescue', 'friends']"
Knocked Up,,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child.",,,,[' '],1,0,0,1,0,0,0,0,0,"['fun', 'love', 'party', 'animal', 'ben', 'stone', 'last', 'thing', 'ever', 'expect', 'night', 'stand', 'show', 'doorstep', 'weeks', 'later', 'tell', 'shes', 'pregnant', 'child']"
Amélie,,"Amélie is an innocent and naive girl in Paris with her own sense of justice. She decides to help those around her and, along the way, discovers love.",,,,[' '],1,0,0,1,0,0,0,0,0,"['amelie', 'innocent', 'naive', 'girl', 'paris', 'sense', 'justice', 'decide', 'help', 'around', 'along', 'way', 'discover', 'love']"
Closer,,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,,,,[' '],0,0,1,1,0,0,0,0,0,"['relationships', 'couple', 'become', 'complicate', 'deceitful', 'man', 'couple', 'meet', 'woman']"
Before Sunrise,,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",,,,[' '],0,0,1,1,0,0,0,0,0,"['young', 'man', 'woman', 'meet', 'train', 'europe', 'wind', 'spend', 'even', 'together', 'vienna', 'unfortunately', 'know', 'probably', 'night', 'together']"
King Kong,,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",,,,[' '],0,0,1,0,1,0,0,0,0,"['greedy', 'film', 'producer', 'assemble', 'team', 'moviemakers', 'set', 'infamous', 'skull', 'island', 'cannibalistic', 'natives']"
